,477317922
2020-05-19,40447
2020-05-20,40499
2020-05-21,40706
2020-05-22,40836
2020-05-23,40942
2020-05-24,41018
2020-05-25,41114
2020-05-26,41171
2020-05-27,41211
2020-05-28,41300
2020-05-29,41350
2020-05-30,41455
2020-05-31,41564
2020-06-01,41625
2020-06-02,41659
2020-06-03,41750
2020-06-04,41774
2020-06-05,41873
2020-06-06,41994
2020-06-07,42037
2020-06-08,42130
2020-06-09,42159
2020-06-10,42208
2020-06-11,42237
2020-06-12,42279
2020-06-13,42302
2020-06-14,42335
2020-06-15,42373
2020-06-16,42391
2020-06-17,42416
2020-06-18,42462
2020-06-19,42555
2020-06-20,42614
2020-06-21,42680
2020-06-22,42718
2020-06-23,42755
2020-06-24,42804
2020-06-25,42840
2020-06-26,42885
2020-06-27,42930
2020-06-28,43007
2020-06-29,43038
2020-06-30,43095
2020-07-01,43134
2020-07-02,43208
2020-07-03,43289
2020-07-04,43355
2020-07-05,43433
2020-07-06,43574
2020-07-07,43722
2020-07-08,43796
2020-07-09,43950
2020-07-10,44070
2020-07-11,44141
2020-07-12,44223
2020-07-13,44388
2020-07-14,44452
2020-07-15,44527
2020-07-16,44608
2020-07-17,44711
2020-07-18,44877
2020-07-19,44979
2020-07-20,45082
2020-07-21,45153
2020-07-22,45221
2020-07-23,45272
2020-07-24,45323
2020-07-25,45364
2020-07-26,45395
2020-07-27,45426
2020-07-28,45447
2020-07-29,45519
2020-07-30,45616
2020-07-31,45732
2020-08-01,45805
2020-08-02,45988
2020-08-03,46024
2020-08-05,46340
2020-08-06,46414
2020-08-07,47016
2020-08-08,47480
2020-08-09,47679
2020-08-10,47955
2020-08-16,48841
2020-08-17,48877
2020-08-18,48961
2020-08-19,48998
2020-08-20,49036
2020-08-21,49147
2020-08-22,49221
2020-08-23,49363
2020-08-24,49487
2020-08-25,49639
2020-08-26,49684
2020-08-27,49720
2020-08-28,50209
2020-08-29,50396
2020-08-30,50561
2020-08-31,50679
2020-09-01,50949
2020-09-02,51135
2020-09-03,51174
2020-09-04,51320
2020-09-05,51528
2020-09-06,51775
2020-09-07,51919
2020-09-08,52009
2020-09-09,52049
2020-09-10,52116
2020-09-11,52152
2020-09-12,52189
2020-09-13,52229
2020-09-15,52254
2020-09-17,52327
2020-09-18,52367
2020-09-19,52439
2020-09-20,52520
2020-09-22,52541
2020-09-23,52569
2020-09-24,52590
2020-09-26,52554
2020-09-27,52534
2020-09-28,52539
2020-09-30,52535
2020-10-01,52458
2020-10-02,52571
2020-10-03,52453
2020-10-04,52414
2020-10-05,52387
2020-10-06,52424
2020-10-08,52397
2020-10-09,52435
2020-10-10,52418
2020-10-11,52424
2020-10-13,52418
2020-10-14,52423
2020-10-15,52428
2020-10-17,52428
2020-10-18,52417
2020-10-19,52343
2020-10-20,52307
2020-10-21,52271
2020-10-22,52275
2020-10-23,52239
2020-10-24,52165
2020-10-25,52127
2020-10-26,52134
2020-10-27,52119
2020-10-29,52118
2020-10-30,52125
2020-10-31,52161
2020-11-01,52166
2020-11-03,52172
2020-11-04,52171
2020-11-05,52243
2020-11-06,52279
2020-11-07,52353
2020-11-09,52394
2020-11-11,52377
2020-11-12,52364
2020-11-14,52357
2020-11-15,52448
2020-11-17,52464
2020-11-18,52462
2020-11-19,52470
2020-11-21,52471
2020-11-22,52494
2020-11-23,52497
2020-11-25,52518
2020-11-26,52538
2020-11-27,52559
2020-11-29,52586
2020-11-30,52606
2020-12-01,52643
2020-12-03,52659
2020-12-04,52670
2020-12-05,52686
2020-12-07,52675
2020-12-08,52687
2020-12-10,52694
2020-12-11,52707
2020-12-12,52743
2020-12-13,52945
2020-12-14,53265
2020-12-15,53302
2020-12-16,53338
2020-12-17,53537
2020-12-18,53609
2020-12-19,53802
2020-12-20,53876
2020-12-21,53915
2020-12-22,53954
2020-12-23,53990
2020-12-24,54026
2020-12-25,54063
2020-12-26,54099
2020-12-27,54164
2020-12-28,54353
2020-12-29,54389
2020-12-30,54426
2020-12-31,54498
2021-01-01,54534
2021-01-02,54570
2021-01-03,54606
2021-01-04,54642
2021-01-05,54671
2021-01-06,54707
2021-01-07,54743
2021-01-08,54779
2021-01-09,54889
2021-01-10,54926
2021-01-11,54965
2021-01-12,54975
2021-01-14,54983
2021-01-15,55014
2021-01-16,55088
2021-01-17,55125
2021-01-19,55158
2021-01-20,55185
2021-01-21,55213
2021-01-23,55284
2021-01-24,55322
2021-01-26,55335
2021-01-27,55358
2021-01-28,55375
2021-01-30,55435
2021-01-31,55474
2021-02-01,55510
2021-02-03,55588
2021-02-05,55604
2021-02-06,55621
2021-02-07,55601
2021-02-08,55639
2021-02-10,55660
2021-02-11,55682
2021-02-12,55702
2021-02-13,55739
2021-02-15,55811
2021-02-16,55850
2021-02-17,55967
2021-02-18,56081
2021-02-19,56232
2021-02-20,56424
2021-02-21,56541
2021-02-22,56686
2021-02-23,56842
2021-02-24,56915
2021-02-25,56987
2021-02-26,57059
2021-02-27,57346
2021-02-28,57667
2021-03-01,57743
2021-03-02,57780
2021-03-03,57818
2021-03-04,57858
2021-03-05,57895
2021-03-06,58006
2021-03-07,58044
2021-03-08,58042
2021-03-09,58078
2021-03-10,58114
2021-03-11,58192
2021-03-12,58228
2021-03-13,58377
2021-03-14,58450
2021-03-15,58486
2021-03-16,58575
2021-03-17,58851
2021-03-19,58885
2021-03-20,58909
2021-03-21,59022
2021-03-23,59012
2021-03-24,59050
2021-03-25,59062
2021-03-26,59099
2021-03-27,59135
2021-03-28,59171
2021-03-29,59196
2021-03-31,59215
2021-04-01,59252
2021-04-02,59269
2021-04-03,59305
2021-04-05,59340
2021-04-06,59362
2021-04-07,59367
2021-04-09,59380
2021-04-10,59377
2021-04-11,59487
2021-04-13,59512
2021-04-14,59543
2021-04-15,59563
2021-04-17,59788
2021-04-18,59826
2021-04-19,59862
2021-04-20,59871
2021-04-21,59898
2021-04-23,59959
2021-04-24,59995
2021-04-26,60009
2021-04-27,60025
2021-04-28,60028
2021-04-30,60044
2021-05-01,60054
2021-05-02,60091
2021-05-03,60127
2021-05-05,60138
2021-05-06,60135
2021-05-07,60162
2021-05-09,60178
2021-05-10,60190
2021-05-11,60191
2021-05-13,60182
2021-05-14,60176
2021-05-15,60212
2021-05-16,60249
2021-05-18,60272
2021-05-19,60276
2021-05-20,60318
2021-05-21,60361
2021-05-22,60575
2021-05-23,60686
2021-05-24,60797
2021-05-25,60870
2021-05-26,60906
2021-05-27,60943
2021-05-28,61020
2021-05-29,61128
2021-05-30,61165
2021-05-31,61237
2021-06-01,61345
2021-06-02,61419
2021-06-03,61492
2021-06-04,61564
2021-06-05,61600
2021-06-06,61752
2021-06-07,61828
2021-06-08,61942
2021-06-09,62294
2021-06-10,62407
2021-06-11,62443
2021-06-12,62520
2021-06-13,62632
2021-06-14,62707
2021-06-15,62743
2021-06-16,62816
2021-06-17,62829
2021-06-19,62865
2021-06-20,62860
2021-06-21,62879
2021-06-23,62886
2021-06-24,62888
2021-06-25,62884
2021-06-27,62935
2021-06-28,62971
2021-06-29,63002
2021-07-01,63028
2021-07-02,63063
2021-07-03,63099
2021-07-04,63136
2021-07-05,63169
2021-07-06,63206
2021-07-07,63238
2021-07-08,63275
2021-07-09,63312
2021-07-10,63348
2021-07-12,63354
2021-07-13,63389
2021-07-14,63411
2021-07-16,63434
2021-07-17,63529
2021-07-19,63560
2021-07-20,63632
2021-07-21,63704
2021-07-23,63726
2021-07-24,63763
2021-07-25,63799
2021-07-26,63829
2021-07-28,63851
2021-07-29,63831
2021-07-30,63868
2021-07-31,63904
2021-08-02,63901
2021-08-03,63917
2021-08-04,63934
2021-08-06,63965
2021-08-07,63966
2021-08-08,64003
2021-08-09,64033
2021-08-10,64069
2021-08-12,64089
2021-08-13,64108
2021-08-14,64130
2021-08-16,64137
2021-08-17,65253
2021-08-18,65525
2021-08-19,65679
2021-08-20,65829
2021-08-21,66114
2021-08-22,67052
2021-08-23,67128
2021-08-24,67165
2021-08-25,67277
2021-08-26,67313
2021-08-27,67351
2021-08-28,67549
2021-08-29,67628
2021-08-30,67665
2021-08-31,67701
2021-09-01,67740
2021-09-02,67813
2021-09-03,67887
2021-09-04,67996
2021-09-05,68147
2021-09-06,68308
2021-09-07,68383
2021-09-08,68697
2021-09-09,70059
2021-09-10,70305
2021-09-11,70568
2021-09-12,70757
2021-09-13,70915
2021-09-14,71085
2021-09-15,71275
2021-09-16,71512
2021-09-17,72198
2021-09-18,72314
2021-09-19,72460
2021-09-20,72536
2021-09-21,72612
2021-09-22,72905
2021-09-23,73139
2021-09-24,73332
2021-09-25,73526
2021-09-26,73648
2021-09-27,73760
2021-09-28,73871
2021-09-29,73946
2021-09-30,74019
2021-10-01,74172
2021-10-02,74285
2021-10-03,74443
2021-10-04,74520
2021-10-05,74637
2021-10-06,74710
2021-10-07,74788
2021-10-08,74860
2021-10-09,74936
2021-10-10,74974
2021-10-11,75048
2021-10-12,75121
2021-10-13,75157
2021-10-14,75233
2021-10-15,75269
2021-10-16,75359
2021-10-17,75395
2021-10-18,75468
2021-10-19,75545
2021-10-20,75805
2021-10-21,76171
2021-10-22,76503
2021-10-23,77126
2021-10-24,77395
2021-10-25,77673
2021-10-26,77756
2021-10-27,77829
2021-10-28,77865
2021-10-29,77901
2021-11-02,78981
2021-11-03,79019
2021-11-04,79103
2021-11-05,79139
2021-11-06,79211
2021-11-07,79324
2021-11-08,79360
2021-11-09,79400
2021-11-10,79423
2021-11-11,79497
2021-11-12,79569
2021-11-13,79642
2021-11-14,79717
2021-11-15,79843
2021-11-16,79973
2021-11-17,80085
2021-11-18,80246
2021-11-19,80358
2021-11-20,80655
2021-11-21,80830
2021-11-22,81042
2021-11-23,81088
2021-12-05,82115
2021-12-06,82285
2021-12-07,82375
2021-12-08,82494
2021-12-09,82568
2021-12-10,82729
2021-12-11,82846
2021-12-12,82883
2021-12-13,82920
2021-12-14,82993
2021-12-15,83030
2021-12-16,83102
2021-12-17,83180
2021-12-18,83327
2021-12-19,83522
2021-12-20,83784
2021-12-21,83861
2021-12-22,83934
2021-12-23,84264
2021-12-24,84478
2021-12-25,84684
2021-12-26,84841
2021-12-27,84953
2021-12-28,85031
2021-12-29,85140
2021-12-30,85264
2021-12-31,85303
2022-01-01,85377
2022-01-02,85452
2022-01-03,85530
2022-01-04,85607
2022-01-05,85680
2022-01-06,85716
2022-01-07,85826
2022-01-08,85990
2022-01-09,86099
2022-01-10,86175
2022-01-11,86364
2022-01-12,86517
2022-01-13,86630
2022-01-14,86666
2022-01-15,86890
2022-01-16,87015
2022-01-17,87126
2022-01-18,87246
2022-01-19,87324
2022-01-20,87350
2022-01-21,87386
2022-01-22,87422
2022-01-24,87428
2022-01-25,89289
2022-01-26,88695
2022-01-27,88659
2022-01-29,88577
2022-01-30,88541
2022-02-01,88852
2022-02-04,88987
2022-02-05,89373
2022-02-06,89527
2022-02-07,89652
2022-02-08,90042
2022-02-09,90207
2022-02-10,90316
2022-02-11,90602
2022-02-12,91193
2022-02-13,91789
2022-02-14,92044
2022-02-15,92153
2022-02-16,92266
2022-02-17,92429
2022-02-18,92672
2022-02-19,93061
2022-02-20,93142
2022-02-22,93143
2022-02-23,93161
2022-02-24,93145
2022-02-25,93219
2022-02-27,93271
2022-02-28,93235
2022-03-02,93213
2022-03-03,93199
2022-03-04,93217
2022-03-06,93212
2022-03-07,93254
2022-03-08,93334
2022-03-09,93371
2022-03-10,93369
2022-03-11,93481
2022-03-12,93863
2022-03-13,94007
2022-03-14,93969
2022-03-15,93933
2022-03-16,93916
2022-03-17,93980
2022-03-18,94177
2022-03-19,94656
2022-03-20,94683
2022-03-21,94683
2022-03-22,94647
2022-03-24,94711
2022-03-25,94713
2022-03-26,94750
2022-03-27,94790
2022-03-28,94753
2022-03-30,94734
2022-03-31,94723
2022-04-01,94712
2022-04-02,94828
2022-04-03,95111
2022-04-05,95137
2022-04-06,95115
2022-04-07,95153
2022-04-09,95245
2022-04-10,95329
2022-04-11,95366
2022-04-12,95494
2022-04-14,95601
2022-04-16,95610
2022-04-17,96245
2022-04-18,96129
2022-04-19,96092
2022-04-21,96162
2022-04-22,96605
2022-04-23,97209
2022-04-25,97206
2022-04-26,98066
2022-04-27,99004
2022-04-28,99338
2022-04-29,99375
2022-04-30,99486
2022-05-01,99682
2022-05-03,100004
2022-05-05,100154
2022-05-06,101157
2022-05-08,101917
2022-05-09,102150
2022-05-10,102148
2022-05-11,102189
2022-05-12,102242
2022-05-13,102234
2022-05-14,102856
2022-05-15,102820
2022-05-16,102797
2022-05-18,102812
2022-05-19,102824
2022-05-20,102824
2022-05-22,102903
2022-05-24,102925
2022-05-25,102939
2022-05-26,102939
2022-05-28,102941
2022-05-29,103021
2022-05-30,102927
2022-05-31,101904
2022-06-01,100575
2022-06-02,101146
2022-06-03,101278
2022-06-04,101353
2022-06-05,101493
2022-06-06,101598
2022-06-07,101615
2022-06-08,102599
2022-06-10,102616
2022-06-11,102605
2022-06-12,102600
2022-06-14,102694
2022-06-15,102658
2022-06-17,102637
2022-06-18,102733
2022-06-19,102697
2022-06-20,102774
2022-06-22,102854
2022-06-24,102817
2022-06-25,102845
2022-06-26,102945
2022-06-27,102909
2022-06-28,103049
2022-06-30,103175
2022-07-01,103139
2022-07-02,103122
2022-07-04,103163
2022-07-05,103199
2022-07-06,103442
2022-07-07,102658
2022-07-08,102477
2022-07-09,100662
2022-07-10,100735
2022-07-11,100847
2022-07-12,100920
2022-07-13,101066
2022-07-14,101139
2022-07-15,101211
2022-07-16,101247
2022-07-17,101357
2022-07-18,101466
2022-07-19,101431
2022-07-20,101170
2022-07-21,100763
2022-07-22,100236
2022-07-23,100081
2022-07-24,100227
2022-07-25,100337
2022-07-26,100445
2022-07-27,100626
2022-07-28,100831
2022-07-29,100980
2022-07-30,101126
2022-07-31,101163
2022-08-01,101235
2022-08-02,101271
2022-08-03,101381
2022-08-04,101490
2022-08-05,101526
2022-08-06,101637
2022-08-07,101710
2022-08-08,101746
2022-08-09,101782
2022-08-10,101818
2022-08-11,101808
2022-08-12,101772
2022-08-13,101736
2022-08-14,101664
2022-08-15,101628
2022-08-16,101556
2022-08-17,101519
2022-08-18,101483
2022-08-19,101505
2022-08-20,101469
2022-08-21,101472
2022-08-23,101470
2022-08-24,101473
2022-08-25,101633
2022-08-26,101707
2022-08-27,104802
2022-08-28,105300
2022-08-29,106116
2022-08-30,106562
2022-08-31,106905
2022-09-01,107060
2022-09-02,107209
2022-09-03,107356
2022-09-04,107429
2022-09-05,107465
2022-09-06,107501
2022-09-07,107538
2022-09-08,107610
2022-09-09,107647
2022-09-10,107757
