,follower
2019-06-15,1217
2019-06-16,1347
2019-06-17,2514
2019-06-18,3309
2019-06-19,3452
2019-06-20,3533
2019-06-21,3614
2019-06-22,3804
2019-06-23,4047
2019-06-24,4375
2019-06-25,4947
2019-06-26,5588
2019-06-27,5769
2019-06-28,5929
2019-06-29,6175
2019-06-30,7716
2019-07-01,8035
2019-07-02,8256
2019-07-03,8440
2019-07-04,8607
2019-07-05,8809
2019-07-06,9114
2019-07-07,9274
2019-07-08,9362
2019-07-09,9522
2019-07-10,9687
2019-07-11,9886
2019-07-12,9965
2019-07-13,10083
2019-07-14,11984
2019-07-15,13177
2019-07-16,13395
2019-07-17,13615
2019-07-18,13887
2019-07-19,14405
2019-07-20,15158
2019-07-21,15800
2019-07-22,16129
2019-07-23,16305
2019-07-24,16473
2019-07-25,16644
2019-07-26,16918
2019-07-27,17468
2019-07-28,17790
2019-07-29,18169
2019-07-30,18442
2019-07-31,18755
2019-08-01,18950
2019-08-02,20251
2019-08-03,20729
2019-08-04,21337
2019-08-05,21683
2019-08-06,22124
2019-08-07,22605
2019-08-08,23604
2019-08-09,24463
2019-08-10,25072
2019-08-11,25713
2019-08-12,26324
2019-08-13,26959
2019-08-14,27271
2019-08-15,27592
2019-08-16,27898
2019-08-17,28142
2019-08-18,28413
2019-08-19,28805
2019-08-20,29073
2019-08-21,29463
2019-08-22,30016
2019-08-23,30412
2019-08-24,30774
2019-08-25,31134
2019-08-26,31277
2019-08-27,31513
2019-08-28,31699
2019-08-29,32064
2019-08-30,32340
2019-08-31,32488
2019-09-01,32699
2019-09-02,32929
2019-09-03,33230
2019-09-04,33480
2019-09-05,33693
2019-09-06,33879
2019-09-07,33998
2019-09-08,34364
2019-09-09,34468
2019-09-10,34594
2019-09-11,34849
2019-09-12,34985
2019-09-13,35092
2019-09-14,35163
2019-09-15,35286
2019-09-16,35408
2019-09-17,35575
2019-09-18,35619
2019-09-19,35812
2019-09-20,35942
2019-09-21,36209
2019-09-22,36424
2019-09-23,36572
2019-09-24,36666
2019-09-25,36824
2019-09-26,37020
2019-09-27,37145
2019-09-28,37427
2019-09-29,37553
2019-09-30,37859
2019-10-01,38135
2019-10-02,38355
2019-10-03,38484
2019-10-04,38722
2019-10-05,39002
2019-10-06,39370
2019-10-07,39943
2019-10-08,40188
2019-10-09,40632
2019-10-10,40929
2019-10-11,41068
2019-10-12,41510
2019-10-13,41953
2019-10-14,42279
2019-10-15,42410
2019-10-16,42624
2019-10-17,42921
2019-10-18,43116
2019-10-19,43360
2019-10-20,43486
2019-10-21,43725
2019-10-22,43861
2019-10-23,44246
2019-10-24,44468
2019-10-25,44569
2019-10-26,44818
2019-10-27,45029
2019-10-28,45336
2019-10-29,45502
2019-10-30,45645
2019-10-31,45774
2019-11-01,46013
2019-11-02,46139
2019-11-03,46230
2019-11-04,46399
2019-11-05,46580
2019-11-06,46738
2019-11-07,46837
2019-11-08,46345
2019-11-09,46603
2019-11-10,46772
2019-11-11,47049
2019-11-12,47243
2019-11-13,47535
2019-11-14,47706
2019-11-15,47876
2019-11-16,48058
2019-11-17,48149
2019-11-18,48344
2019-11-19,48524
2019-11-20,48667
2019-11-21,48804
2019-11-22,49401
2019-11-23,50122
2019-11-24,50274
2019-11-25,50465
2019-11-26,50527
2019-11-27,50782
2019-11-28,51160
2019-11-29,51262
2019-11-30,51445
2019-12-01,51613
2019-12-02,51766
2019-12-03,51890
2019-12-04,51978
2019-12-05,52699
2019-12-06,54107
2019-12-07,56018
2019-12-08,56989
2019-12-09,57251
2019-12-10,57379
2019-12-11,57542
2019-12-12,57821
2019-12-13,58348
2019-12-14,58733
2019-12-15,59132
2019-12-16,59250
2019-12-17,59394
2019-12-18,59505
2019-12-19,59643
2019-12-20,59793
2019-12-21,60048
2019-12-22,60228
2019-12-23,60323
2019-12-24,60494
2019-12-25,60668
2019-12-26,61348
2019-12-27,62445
