,319810877
2020-01-25,8255
2020-01-26,8347
2020-01-27,8415
2020-01-28,8479
2020-01-29,8529
2020-01-30,8591
2020-01-31,8663
2020-02-01,8747
2020-02-02,8825
2020-02-03,8912
2020-02-04,9001
2020-02-05,9054
2020-02-06,9122
2020-02-07,9191
2020-02-08,9241
2020-02-09,9286
2020-02-10,9336
2020-02-11,9385
2020-02-12,9418
2020-02-13,9496
2020-02-14,9559
2020-02-15,9669
2020-02-16,9723
2020-02-17,9789
2020-02-18,9836
2020-02-19,9869
2020-02-20,9962
2020-02-21,10330
2020-02-22,10405
2020-02-23,10472
2020-02-24,10546
2020-02-25,10607
2020-02-26,10684
2020-02-27,10739
2020-02-28,10795
2020-02-29,11125
2020-03-01,11243
2020-03-02,11349
2020-03-03,11400
2020-03-04,11452
2020-03-05,11499
2020-03-06,11557
2020-03-07,11619
2020-03-08,11652
2020-03-09,11685
2020-03-10,11731
2020-03-11,11810
2020-03-12,11879
2020-03-13,11982
2020-03-14,12066
2020-03-15,12185
2020-03-16,12288
2020-03-17,12360
2020-03-18,12423
2020-03-19,12498
2020-03-20,12546
2020-03-21,12592
2020-03-22,12639
2020-03-23,12681
2020-03-24,12738
2020-03-25,12808
2020-03-26,12860
2020-03-27,12916
2020-03-28,12953
2020-03-29,12992
2020-03-30,13018
2020-03-31,13062
2020-04-01,13159
2020-04-02,13190
2020-04-03,13218
2020-04-04,13259
2020-04-05,13289
2020-04-06,13328
2020-04-07,13354
2020-04-08,13433
2020-04-09,13484
2020-04-10,13535
2020-04-11,13594
2020-04-12,13680
2020-04-13,13717
2020-04-14,13758
2020-04-15,13797
2020-04-16,13822
2020-04-17,13875
2020-04-18,13951
2020-04-19,13994
2020-04-20,14033
2020-04-21,14115
2020-04-22,14174
2020-04-23,14211
2020-04-24,14263
2020-04-25,14292
2020-04-26,14337
2020-04-27,14366
2020-04-28,14416
2020-04-29,14446
2020-04-30,14485
2020-05-01,14527
2020-05-02,14572
2020-05-03,14592
2020-05-04,14621
2020-05-05,14669
2020-05-06,14700
2020-05-07,14728
2020-05-08,14756
2020-05-09,14791
2020-05-10,14832
2020-05-11,14850
2020-05-12,14907
2020-05-13,14927
2020-05-14,14948
2020-05-15,14982
2020-05-16,15018
2020-05-17,15049
2020-05-18,15055
2020-05-19,15066
2020-05-20,15085
2020-05-21,15110
2020-05-22,15074
2020-05-23,15057
2020-05-24,15035
2020-05-25,15032
2020-05-26,15029
2020-05-27,15028
2020-05-28,15032
2020-05-29,15059
2020-05-30,15073
2020-05-31,15098
2020-06-01,15112
2020-06-02,15113
2020-06-03,15124
2020-06-04,15127
2020-06-05,15135
2020-06-06,15144
2020-06-07,15159
2020-06-08,15167
2020-06-09,15169
2020-06-10,15174
2020-06-11,15187
2020-06-12,15192
2020-06-13,15194
2020-06-14,15186
2020-06-15,15183
2020-06-16,15180
2020-06-17,15194
2020-06-18,15210
2020-06-19,15209
2020-06-20,15220
2020-06-21,15223
2020-06-22,15221
2020-06-23,15229
2020-06-24,15237
2020-06-25,15237
2020-06-26,15243
2020-06-27,15262
2020-06-28,15271
2020-06-29,15274
2020-06-30,15281
2020-07-01,15285
2020-07-02,15291
2020-07-03,15328
2020-07-04,15344
2020-07-05,15361
2020-07-06,15375
2020-07-07,15395
2020-07-08,15403
2020-07-09,15439
2020-07-10,15444
2020-07-11,15469
2020-07-12,15495
2020-07-13,15505
2020-07-14,15520
2020-07-15,15565
2020-07-16,15581
2020-07-17,15588
2020-07-18,15580
2020-07-19,15586
2020-07-20,15587
2020-07-21,15625
2020-07-22,15633
2020-07-23,15646
2020-07-24,15662
2020-07-25,15672
2020-07-26,15679
2020-07-27,15683
2020-07-28,15702
2020-07-29,15736
2020-07-30,15765
2020-07-31,15797
2020-08-01,15796
2020-08-02,15807
2020-08-05,15825
2020-08-07,15835
2020-08-08,15855
2020-08-09,15872
2020-08-10,15935
2020-08-16,16066
2020-08-18,16094
2020-08-19,16119
2020-08-20,16136
2020-08-21,16152
2020-08-22,16158
2020-08-24,16187
2020-08-25,16205
2020-08-27,16215
2020-08-28,16226
2020-08-29,16227
2020-08-31,16226
2020-09-01,16225
2020-09-03,16225
2020-09-04,16231
2020-09-05,16234
2020-09-07,16256
2020-09-09,16252
2020-09-11,16261
2020-09-12,16273
2020-09-14,16280
2020-09-16,16278
2020-09-18,16275
2020-09-20,16279
2020-09-21,16286
2020-09-22,16283
2020-09-24,16270
2020-09-26,16253
2020-09-27,16236
2020-09-28,16219
2020-09-29,16216
2020-09-30,16202
2020-10-01,16167
2020-10-02,16147
2020-10-03,16068
2020-10-04,16034
2020-10-05,16028
2020-10-07,16020
2020-10-08,16008
2020-10-10,16006
2020-10-11,15998
2020-10-12,15998
2020-10-14,15999
2020-10-15,15992
2020-10-16,15989
2020-10-18,15978
2020-10-19,15952
2020-10-20,15918
2020-10-21,15885
2020-10-22,15869
2020-10-24,15837
2020-10-25,15821
2020-10-26,15816
2020-10-28,15801
2020-10-29,15789
2020-10-30,15784
2020-11-01,15786
2020-11-02,15786
2020-11-03,15790
2020-11-05,15788
2020-11-06,15781
2020-11-07,15783
2020-11-09,15768
2020-11-10,15766
2020-11-11,15753
2020-11-13,15745
2020-11-14,15736
2020-11-15,15732
2020-11-17,15728
2020-11-18,15730
2020-11-19,15731
2020-11-21,15722
2020-11-22,15717
2020-11-23,15709
2020-11-25,15702
2020-11-26,15701
2020-11-27,15704
2020-11-29,15701
2020-11-30,15696
2020-12-01,15695
2020-12-03,15691
2020-12-04,15692
2020-12-05,15688
2020-12-07,15694
2020-12-08,15695
2020-12-10,15692
2020-12-11,15691
