,690608694
2020-12-05,484
2020-12-06,4658
2020-12-07,5479
2020-12-08,5796
2020-12-09,6025
2020-12-10,6119
2020-12-11,6284
2020-12-12,6482
2020-12-13,6611
2020-12-14,6867
2020-12-15,7014
2020-12-16,7068
2020-12-17,7144
2020-12-18,8022
2020-12-19,8303
2020-12-20,8505
2020-12-21,8649
2020-12-22,8809
2020-12-23,9052
2020-12-24,9109
2020-12-25,9248
2020-12-26,9522
2020-12-27,9595
2020-12-28,9671
2020-12-29,9775
2020-12-30,9867
2020-12-31,10004
2021-01-01,10042
2021-01-02,10137
2021-01-03,10247
2021-01-04,10303
2021-01-05,10395
2021-01-06,10484
2021-01-07,10544
2021-01-08,10605
2021-01-09,10713
2021-01-10,10746
2021-01-11,10768
2021-01-12,10834
2021-01-13,10879
2021-01-14,10938
2021-01-15,10985
2021-01-16,11046
2021-01-17,11118
2021-01-18,11246
2021-01-19,11333
2021-01-20,11390
2021-01-21,11445
2021-01-22,11500
2021-01-23,11646
2021-01-24,11700
2021-01-25,11800
2021-01-26,11812
2021-01-27,11836
2021-01-28,11899
2021-01-29,11944
2021-01-30,11984
2021-01-31,12093
2021-02-01,12181
2021-02-02,12338
2021-02-03,12380
2021-02-04,12466
2021-02-05,12479
2021-02-06,12493
2021-02-07,12538
2021-02-08,12631
2021-02-09,12659
2021-02-10,12738
2021-02-11,12791
2021-02-12,12858
2021-02-13,12934
2021-02-14,12975
2021-02-15,13002
2021-02-16,13030
2021-02-17,13115
2021-02-18,13192
2021-02-19,13271
2021-02-20,13420
2021-02-21,13585
2021-02-22,13706
2021-02-23,13841
2021-02-24,14008
2021-02-25,14112
2021-02-26,14161
2021-02-27,14386
2021-02-28,14531
2021-03-01,14595
2021-03-02,14679
2021-03-03,14780
2021-03-04,14830
2021-03-05,14902
2021-03-06,15120
2021-03-07,15360
2021-03-08,15450
2021-03-09,15522
2021-03-10,15575
2021-03-11,15607
2021-03-12,15685
2021-03-13,15769
2021-03-14,15837
2021-03-15,15869
2021-03-16,15885
2021-03-17,15958
2021-03-18,15991
2021-03-19,16047
2021-03-20,16137
2021-03-21,16193
2021-03-22,16274
2021-03-23,16321
2021-03-24,16355
2021-03-25,16374
2021-03-26,16391
2021-03-27,16481
2021-03-28,16560
2021-03-29,16595
2021-03-30,16629
2021-03-31,16667
2021-04-01,16685
2021-04-02,16702
2021-04-03,16737
2021-04-04,16771
2021-04-05,16852
2021-04-06,16917
2021-04-07,16954
2021-04-08,16988
2021-04-10,17020
2021-04-11,17041
2021-04-12,17059
2021-04-13,17077
2021-04-14,17088
2021-04-15,17106
2021-04-16,17124
2021-04-17,17184
2021-04-18,17202
2021-04-19,17265
2021-04-20,17283
2021-04-21,17297
2021-04-23,17350
2021-04-24,17425
2021-04-25,17480
2021-04-26,17499
2021-04-27,17517
2021-04-28,17535
2021-04-30,17553
2021-05-01,17568
2021-05-02,17606
2021-05-03,17627
2021-05-04,17648
2021-05-05,17666
2021-05-06,17677
2021-05-07,17671
2021-05-09,17678
2021-05-10,17729
2021-05-11,17751
2021-05-12,17751
2021-05-14,17766
2021-05-15,17946
2021-05-16,17996
2021-05-17,18012
2021-05-19,18029
2021-05-20,18069
2021-05-21,18084
2021-05-22,18142
2021-05-23,18201
2021-05-24,18261
2021-05-26,18279
2021-05-27,18312
2021-05-28,18333
2021-05-29,18353
2021-05-30,18372
2021-06-01,18385
2021-06-02,18386
2021-06-03,18405
2021-06-04,18402
2021-06-06,18464
2021-06-07,18483
2021-06-09,18493
2021-06-10,18531
2021-06-11,18592
2021-06-13,18608
2021-06-14,18648
2021-06-15,18667
2021-06-16,18706
2021-06-17,18726
2021-06-18,18737
2021-06-19,18756
2021-06-20,18789
2021-06-21,18827
2021-06-22,18841
2021-06-24,18869
2021-06-25,18911
2021-06-26,18959
2021-06-27,19000
2021-06-28,19040
2021-06-29,19081
2021-06-30,19101
2021-07-01,19123
2021-07-02,19143
2021-07-03,19184
2021-07-04,19319
2021-07-05,19532
2021-07-06,19715
2021-07-07,19795
2021-07-08,19840
2021-07-09,19861
2021-07-10,19927
2021-07-11,19967
2021-07-12,20008
2021-07-13,20032
2021-07-14,20074
2021-07-15,20137
2021-07-16,20158
2021-07-17,20200
2021-07-18,20242
2021-07-19,20315
2021-07-20,20379
2021-07-21,20400
2021-07-22,20442
2021-07-23,20485
2021-07-24,20528
2021-07-25,20571
2021-07-26,20592
2021-07-27,20657
2021-07-28,20678
2021-07-29,20720
2021-07-30,20765
2021-07-31,20882
2021-08-01,20924
2021-08-02,20945
2021-08-03,20990
2021-08-04,21017
2021-08-05,21041
2021-08-06,21063
2021-08-07,21085
2021-08-08,21107
2021-08-09,21129
2021-08-10,21151
2021-08-11,21173
2021-08-12,21195
2021-08-13,21239
2021-08-14,21329
2021-08-15,21374
2021-08-16,21418
2021-08-17,21440
2021-08-18,21462
2021-08-19,21484
2021-08-20,21528
2021-08-21,21550
2021-08-22,21572
2021-08-23,21617
2021-08-24,21639
2021-08-25,21865
2021-08-26,21910
2021-08-27,21934
2021-08-29,21974
2021-08-30,22117
2021-08-31,22140
2021-09-01,22163
2021-09-02,22177
2021-09-03,22200
2021-09-04,22223
2021-09-05,22246
2021-09-06,22258
2021-09-08,22269
2021-09-09,22278
2021-09-10,22294
2021-09-12,22314
2021-09-13,22326
2021-09-14,22336
2021-09-16,22355
2021-09-17,22363
2021-09-18,22367
2021-09-20,22409
2021-09-21,22436
2021-09-22,22742
2021-09-23,22913
2021-09-24,23016
2021-09-25,23131
2021-09-26,23155
2021-09-27,23179
2021-09-28,23206
2021-09-29,23230
2021-09-30,23255
2021-10-01,23303
2021-10-02,23353
2021-10-03,23380
2021-10-04,23440
2021-10-05,23488
2021-10-06,23536
2021-10-07,23617
2021-10-08,23692
2021-10-09,23716
2021-10-10,23766
2021-10-11,23796
2021-10-12,23820
2021-10-13,23831
2021-10-14,23852
2021-10-15,23876
2021-10-16,23899
2021-10-17,23923
2021-10-19,23937
2021-10-20,24034
2021-10-21,24089
2021-10-22,24116
2021-10-23,24142
2021-10-24,24167
2021-10-25,24177
2021-10-27,24187
2021-10-28,24209
2021-11-02,24913
2021-11-03,24907
2021-11-04,24917
2021-11-05,24942
2021-11-06,24967
2021-11-07,24992
2021-11-08,24999
2021-11-10,25016
2021-11-11,25016
2021-11-13,25023
2021-11-14,25038
2021-11-15,25041
2021-11-17,25034
2021-11-18,25043
2021-11-19,25054
2021-11-21,25043
2021-11-22,25016
2021-12-05,25105
2021-12-06,25198
2021-12-07,25252
2021-12-08,25279
2021-12-09,25373
2021-12-11,25428
2021-12-12,25454
2021-12-13,25473
2021-12-15,25483
2021-12-16,25505
2021-12-17,25586
2021-12-18,27700
2021-12-19,28088
2021-12-20,28059
2021-12-21,28043
2021-12-23,28027
2021-12-24,28029
2021-12-25,28047
2021-12-27,28034
2021-12-28,28027
2021-12-29,28028
2021-12-31,28037
2022-01-01,28055
2022-01-02,28053
2022-01-04,28061
2022-01-05,28079
2022-01-07,28078
2022-01-08,28066
2022-01-09,28047
2022-01-11,28052
2022-01-12,28067
2022-01-13,28054
2022-01-15,28262
2022-01-16,29699
2022-01-17,30776
2022-01-18,30648
2022-01-19,30617
2022-01-20,30586
2022-01-21,30583
2022-01-22,30552
2022-01-24,30508
2022-01-26,30508
2022-01-27,30666
2022-01-28,30661
2022-01-29,30629
2022-01-30,30597
2022-02-01,30666
2022-02-04,30705
2022-02-05,30697
2022-02-06,30693
2022-02-07,30731
2022-02-08,30700
2022-02-09,30684
2022-02-10,30653
2022-02-11,30622
2022-02-12,30591
2022-02-13,30560
2022-02-14,30559
2022-02-15,30550
2022-02-17,30544
2022-02-18,30528
2022-02-19,30516
2022-02-20,30485
2022-02-22,30471
2022-02-23,30487
2022-02-24,30468
2022-02-26,30472
2022-02-27,30463
2022-02-28,30468
2022-03-02,30465
2022-03-03,30455
2022-03-04,30450
2022-03-06,30454
2022-03-07,30443
2022-03-08,30434
2022-03-10,30425
2022-03-11,30420
2022-03-12,30405
2022-03-13,30436
2022-03-14,30405
2022-03-16,30397
2022-03-17,30381
2022-03-18,30356
2022-03-19,30324
2022-03-21,30299
2022-03-22,30276
2022-03-23,30360
2022-03-24,30360
2022-03-26,30345
2022-03-27,30362
2022-03-28,30343
2022-03-30,30328
2022-03-31,30321
2022-04-01,30320
2022-04-03,30310
2022-04-04,30309
2022-04-06,30301
2022-04-07,30288
2022-04-08,30281
2022-04-10,33278
2022-04-11,33191
2022-04-12,33123
2022-04-13,33088
2022-04-15,33057
2022-04-16,33028
2022-04-17,33072
2022-04-18,33038
2022-04-19,33017
2022-04-20,32983
2022-04-22,32964
2022-04-23,32961
2022-04-24,32927
2022-04-26,32921
2022-04-27,32914
2022-04-28,32929
2022-04-30,32912
2022-05-01,32979
2022-05-03,32961
2022-05-04,32957
2022-05-05,32960
2022-05-07,32980
2022-05-08,32985
2022-05-09,32980
2022-05-11,32990
2022-05-12,33120
2022-05-13,36138
2022-05-14,36562
2022-05-15,36489
2022-05-16,36453
2022-05-17,36416
2022-05-18,36380
2022-05-19,36356
2022-05-21,36337
2022-05-22,36363
2022-05-23,36396
2022-05-25,36423
2022-05-26,36425
2022-05-27,36424
2022-05-28,36461
2022-05-30,36522
2022-05-31,37288
2022-06-01,37492
2022-06-02,37749
2022-06-03,37968
2022-06-04,38148
2022-06-05,38257
2022-06-06,38296
2022-06-07,38405
2022-06-08,38441
2022-06-09,38477
2022-06-10,38507
2022-06-11,38541
2022-06-12,38577
2022-06-14,38650
2022-06-15,38686
2022-06-16,38759
2022-06-17,38797
2022-06-18,38898
2022-06-19,38970
2022-06-20,39053
2022-06-21,39089
2022-06-23,39125
2022-06-24,39197
2022-06-25,39233
2022-06-26,39269
2022-06-28,39285
2022-06-29,39257
2022-06-30,39302
2022-07-01,39512
2022-07-02,39550
2022-07-03,39514
2022-07-05,39525
2022-07-06,39527
2022-07-07,39455
2022-07-08,39469
2022-07-09,39245
2022-07-10,39238
2022-07-11,39310
2022-07-12,39310
2022-07-14,39317
2022-07-15,39514
2022-07-16,39551
2022-07-18,39587
2022-07-19,39621
2022-07-20,39696
2022-07-22,39722
2022-07-23,39758
2022-07-24,39794
2022-07-25,39813
2022-07-26,39849
2022-07-27,39879
2022-07-28,39915
2022-07-29,39951
2022-07-30,39987
2022-07-31,40024
2022-08-01,40096
2022-08-02,40132
2022-08-03,40168
2022-08-04,40204
2022-08-06,40228
2022-08-07,40264
2022-08-08,40290
2022-08-09,40326
2022-08-10,40362
2022-08-11,40434
2022-08-12,40460
2022-08-13,40497
2022-08-15,40533
2022-08-16,40569
2022-08-17,40587
2022-08-18,40623
2022-08-19,40648
2022-08-21,40728
2022-08-23,40945
2022-08-24,41725
2022-08-25,42799
2022-08-26,42763
2022-08-27,42679
2022-08-29,42698
2022-08-30,42715
2022-08-31,42719
2022-09-02,42724
2022-09-03,42733
2022-09-05,42757
2022-09-06,42753
2022-09-07,42772
2022-09-09,42767
