,690608714
2022-01-21,13713
2022-01-22,13888
2022-01-23,14294
2022-01-24,15169
2022-01-25,17883
2022-01-26,19523
2022-01-27,20867
2022-01-28,21884
2022-01-29,22778
2022-01-30,23537
2022-01-31,23883
2022-02-01,25073
2022-02-04,26372
2022-02-05,27203
2022-02-06,27577
2022-02-07,27890
2022-02-08,28221
2022-02-09,28571
2022-02-10,28784
2022-02-11,28999
2022-02-12,29199
2022-02-13,29381
2022-02-14,29502
2022-02-15,29593
2022-02-16,29749
2022-02-17,30889
2022-02-19,30917
2022-02-20,30890
2022-02-21,30887
2022-02-23,30977
2022-02-25,30983
2022-02-26,31000
2022-02-27,31033
2022-02-28,31043
2022-03-02,31044
2022-03-03,31044
2022-03-04,31052
2022-03-06,31079
2022-03-07,31111
2022-03-08,31118
2022-03-09,31145
2022-03-10,31279
2022-03-11,33460
2022-03-12,33392
2022-03-13,33426
2022-03-14,33650
2022-03-16,33653
2022-03-17,33645
2022-03-18,33611
2022-03-19,36771
2022-03-20,36765
2022-03-21,36916
2022-03-22,37030
2022-03-24,37220
2022-03-26,37043
2022-03-27,37007
2022-03-29,36991
2022-03-30,36994
2022-03-31,36983
2022-04-01,37712
2022-04-02,37710
2022-04-03,37746
2022-04-04,37714
2022-04-06,37697
2022-04-07,37695
2022-04-08,37732
2022-04-09,37768
2022-04-10,39084
2022-04-11,39048
2022-04-12,39012
2022-04-14,39071
2022-04-15,39095
2022-04-16,39058
2022-04-17,39022
2022-04-18,38985
2022-04-19,38949
2022-04-20,38921
2022-04-22,38892
2022-04-23,38868
2022-04-24,38855
2022-04-25,38904
2022-04-26,38867
2022-04-27,38968
2022-04-28,39265
2022-04-30,39263
2022-05-01,39299
2022-05-02,39337
2022-05-03,39526
2022-05-04,39943
2022-05-05,40541
2022-05-07,40572
2022-05-09,40543
2022-05-10,40557
2022-05-12,40524
2022-05-13,40510
2022-05-14,40599
2022-05-16,40614
2022-05-17,40631
2022-05-18,40628
2022-05-20,40632
2022-05-21,40631
2022-05-23,40656
2022-05-24,40697
2022-05-25,40760
2022-05-26,40724
2022-05-27,40789
2022-05-28,40822
2022-05-29,40858
2022-05-30,40894
2022-05-31,40935
2022-06-01,41284
2022-06-02,41544
2022-06-03,41819
2022-06-04,41783
2022-06-05,41905
2022-06-06,41869
2022-06-07,41858
2022-06-08,41822
2022-06-09,41786
2022-06-11,41757
2022-06-12,41730
2022-06-13,41706
2022-06-14,41742
2022-06-15,41764
2022-06-16,41728
2022-06-17,41764
2022-06-18,41726
2022-06-20,41710
2022-06-21,41746
2022-06-22,41711
2022-06-23,41748
2022-06-24,41784
2022-06-25,42326
2022-06-26,42179
2022-06-27,42143
2022-06-28,42107
2022-06-30,42071
2022-07-01,42034
2022-07-02,42018
2022-07-03,42040
2022-07-04,42004
2022-07-05,42395
2022-07-06,42258
2022-07-07,42110
2022-07-08,41811
2022-07-09,41459
2022-07-10,41428
2022-07-12,41410
2022-07-13,41395
2022-07-14,41414
2022-07-16,41599
2022-07-17,41635
2022-07-18,41599
2022-07-19,41708
2022-07-21,41812
2022-07-23,41893
2022-07-24,41923
2022-07-25,41996
2022-07-26,42032
2022-07-27,42065
2022-07-28,42102
2022-07-30,42138
2022-07-31,42174
2022-08-01,42210
2022-08-03,42242
2022-08-04,42379
2022-08-05,42453
2022-08-06,42489
2022-08-07,42561
2022-08-08,42633
2022-08-09,42706
2022-08-10,42779
2022-08-11,42816
2022-08-12,42852
2022-08-13,42947
2022-08-15,42983
2022-08-16,43019
2022-08-17,43125
2022-08-18,43161
2022-08-20,43233
2022-08-21,43269
2022-08-22,43305
2022-08-23,43380
2022-08-24,43416
2022-08-25,43452
2022-08-26,43666
2022-08-28,43694
2022-08-29,43724
2022-08-30,43761
2022-09-01,43777
2022-09-02,43777
2022-09-03,43785
2022-09-05,43810
2022-09-06,43824
2022-09-07,43816
2022-09-09,43840
