,455916618
2019-08-14,1681
2019-08-15,2561
2019-08-16,5253
2019-08-17,7245
2019-08-18,7559
2019-08-19,7741
2019-08-20,7871
2019-08-21,9586
2019-08-22,9775
2019-08-23,10181
2019-08-24,10335
2019-08-25,10603
2019-08-26,10734
2019-08-27,10854
2019-08-28,10962
2019-08-29,11045
2019-08-30,11109
2019-08-31,11189
2019-09-01,11259
2019-09-02,11287
2019-09-03,11344
2019-09-04,11392
2019-09-05,11461
2019-09-06,11515
2019-09-07,11541
2019-09-08,11582
2019-09-09,11656
2019-09-10,11760
2019-09-11,11831
2019-09-12,11888
2019-09-13,11934
2019-09-14,11948
2019-09-15,12116
2019-09-16,12154
2019-09-17,12199
2019-09-18,12211
2019-09-19,12305
2019-09-20,12391
2019-09-21,12467
2019-09-22,12585
2019-09-23,12604
2019-09-24,12633
2019-09-25,12727
2019-09-26,12763
2019-09-27,12831
2019-09-28,12910
2019-09-29,12971
2019-09-30,13030
2019-10-01,13090
2019-10-02,13139
2019-10-03,13209
2019-10-04,13295
2019-10-05,13511
2019-10-06,13661
2019-10-07,13913
2019-10-08,14082
2019-10-09,14228
2019-10-10,14445
2019-10-11,14579
2019-10-12,14686
2019-10-13,14854
2019-10-14,15024
2019-10-15,15178
2019-10-16,15283
2019-10-17,15423
2019-10-18,15492
2019-10-19,15645
2019-10-20,16019
2019-10-21,16134
2019-10-22,16274
2019-10-23,16428
2019-10-24,16503
2019-10-25,16593
2019-10-26,16763
2019-10-27,16856
2019-10-28,16965
2019-10-29,17097
2019-10-30,17182
2019-10-31,17279
2019-11-01,17463
2019-11-02,17542
2019-11-03,17680
2019-11-04,18023
2019-11-05,18264
2019-11-06,18479
2019-11-07,18635
2019-11-08,19066
2019-11-09,19296
2019-11-10,19463
2019-11-11,19565
2019-11-12,19667
2019-11-13,19911
2019-11-14,20045
2019-11-15,20258
2019-11-16,20391
2019-11-17,20559
2019-11-18,20674
2019-11-19,20783
2019-11-20,20915
2019-11-21,21093
2019-11-22,21193
2019-11-23,21334
2019-11-24,21636
2019-11-25,21764
2019-11-26,21833
2019-11-27,21911
2019-11-28,21988
2019-11-29,22049
2019-11-30,22167
2019-12-01,22253
2019-12-02,22353
2019-12-03,22427
2019-12-04,22519
2019-12-05,22591
2019-12-06,22653
2019-12-07,22730
2019-12-08,22880
2019-12-09,22923
2019-12-10,22963
2019-12-11,23001
2019-12-12,23080
2019-12-13,23138
2019-12-14,23176
2019-12-15,23312
2019-12-16,23433
2019-12-17,23453
2019-12-18,23553
2019-12-19,23733
2019-12-20,23813
2019-12-21,23904
2019-12-22,23986
2019-12-23,24037
2019-12-24,24165
2019-12-25,24252
2019-12-26,24334
2019-12-27,24401
2019-12-28,24469
2019-12-29,24611
2019-12-30,24712
2019-12-31,25299
2020-01-01,25646
2020-01-02,25773
2020-01-03,25838
2020-01-04,25975
2020-01-05,26099
2020-01-06,26167
2020-01-07,26201
2020-01-08,26271
2020-01-09,26318
2020-01-10,26362
2020-01-11,26391
2020-01-12,26462
2020-01-13,26511
2020-01-14,26534
2020-01-15,26583
2020-01-16,26631
2020-01-17,26650
2020-01-18,26711
2020-01-19,26784
2020-01-20,26867
2020-01-21,26954
2020-01-22,27127
2020-01-23,27257
2020-01-24,27370
2020-01-25,27498
2020-01-26,27762
2020-01-27,27990
2020-01-28,28160
2020-01-29,28355
2020-01-30,28487
2020-01-31,28848
2020-02-01,29176
2020-02-02,29438
2020-02-03,29717
2020-02-04,29879
2020-02-05,29987
2020-02-06,30118
2020-02-07,30302
2020-02-08,30529
2020-02-09,30711
2020-02-10,30829
2020-02-11,31033
2020-02-12,31253
2020-02-13,31405
2020-02-14,31574
2020-02-15,31637
2020-02-16,31785
2020-02-17,32011
2020-02-18,32255
2020-02-19,32462
2020-02-20,32665
2020-02-21,32848
2020-02-22,33036
2020-02-23,33701
2020-02-24,34376
2020-02-25,34421
2020-02-26,34643
2020-02-27,34748
2020-02-28,34840
2020-02-29,34983
2020-03-01,35133
2020-03-02,35380
2020-03-03,35499
2020-03-04,35592
2020-03-05,35903
2020-03-06,36105
2020-03-07,36349
2020-03-08,37460
2020-03-09,38126
2020-03-10,38343
2020-03-11,38559
2020-03-12,38716
2020-03-13,39039
2020-03-14,39181
2020-03-15,39231
2020-03-16,39343
2020-03-17,39485
2020-03-18,39652
2020-03-19,39894
2020-03-20,40061
2020-03-21,40814
2020-03-22,43027
2020-03-23,43165
2020-03-24,43315
2020-03-25,43548
2020-03-26,43732
2020-03-27,43821
2020-03-28,44016
2020-03-29,44075
2020-03-30,44200
2020-03-31,44510
2020-04-01,45545
2020-04-02,46000
2020-04-03,46184
2020-04-04,46291
2020-04-05,46369
2020-04-06,46482
2020-04-07,46720
2020-04-08,46850
2020-04-09,47041
2020-04-10,47239
2020-04-11,47430
2020-04-12,47726
2020-04-13,47993
2020-04-14,48135
2020-04-15,48676
2020-04-16,49219
2020-04-17,49541
2020-04-18,49672
2020-04-19,49792
2020-04-20,49991
2020-04-21,50183
2020-04-22,50320
2020-04-23,50465
2020-04-24,50633
2020-04-25,50839
2020-04-26,50941
2020-04-27,51044
2020-04-28,51119
2020-04-29,52339
2020-04-30,53414
2020-05-01,53658
2020-05-02,54365
2020-05-03,54487
2020-05-04,54631
2020-05-05,54658
2020-05-06,54740
2020-05-07,54814
2020-05-08,54895
2020-05-09,54979
2020-05-10,55159
2020-05-11,55177
2020-05-12,55237
2020-05-13,55323
2020-05-14,55356
2020-05-15,55477
2020-05-16,55538
2020-05-17,55648
2020-05-18,55655
2020-05-19,55754
2020-05-20,55783
2020-05-21,55906
2020-05-22,56022
2020-05-23,56142
2020-05-24,56295
2020-05-25,56314
2020-05-26,56405
2020-05-27,56473
2020-05-28,56483
2020-05-29,56571
2020-05-30,56793
2020-05-31,56928
2020-06-01,57020
2020-06-02,57021
2020-06-03,57046
2020-06-04,57101
2020-06-05,57208
2020-06-06,57337
2020-06-07,57475
2020-06-08,57480
2020-06-09,57526
2020-06-10,57537
2020-06-11,57584
2020-06-12,57612
2020-06-13,57626
2020-06-14,57651
2020-06-15,57681
2020-06-16,57694
2020-06-17,57777
2020-06-18,57821
2020-06-19,57980
2020-06-20,58140
2020-06-21,58667
2020-06-22,58748
2020-06-23,58802
2020-06-24,58881
2020-06-25,59083
2020-06-26,59231
2020-06-27,59373
2020-06-28,59487
2020-06-29,59519
2020-06-30,59614
2020-07-01,59688
2020-07-02,59724
2020-07-03,59818
2020-07-04,59847
2020-07-05,59911
2020-07-06,59960
2020-07-07,59979
2020-07-08,60015
2020-07-09,60043
2020-07-10,60188
2020-07-11,60262
2020-07-12,60326
2020-07-13,60543
2020-07-14,60708
2020-07-15,60783
2020-07-16,60867
2020-07-17,60911
2020-07-18,60967
2020-07-19,61065
2020-07-20,61166
2020-07-21,61187
2020-07-22,61286
2020-07-23,61325
2020-07-24,61356
2020-07-25,61437
2020-07-26,61453
2020-07-27,61531
2020-07-28,61545
2020-07-29,61577
2020-07-30,61618
2020-07-31,61789
2020-08-01,62302
2020-08-02,62595
2020-08-03,62648
2020-08-05,63040
2020-08-06,63151
2020-08-07,63352
2020-08-08,63447
2020-08-09,63525
2020-08-16,65285
2020-08-17,65365
2020-08-18,65474
2020-08-19,65651
2020-08-20,65723
2020-08-21,65761
2020-08-22,65834
2020-08-23,65871
2020-08-24,65910
2020-08-25,66161
2020-08-26,66276
2020-08-27,66312
2020-08-28,66429
2020-08-29,67144
2020-08-30,67575
2020-08-31,67897
2020-09-01,67978
2020-09-02,68133
2020-09-03,68171
2020-09-04,68301
2020-09-05,68866
2020-09-06,68978
2020-09-07,69020
2020-09-08,69056
2020-09-09,69125
2020-09-11,69130
2020-09-12,69142
2020-09-14,69153
2020-09-16,69175
2020-09-18,69174
2020-09-20,69212
2020-09-21,69226
2020-09-22,69204
2020-09-23,69245
2020-09-24,69281
2020-09-25,69248
2020-09-26,69220
2020-09-27,69257
2020-09-28,69256
2020-09-29,69274
2020-10-01,69327
2020-10-02,69331
2020-10-03,69452
2020-10-04,69454
2020-10-05,69554
2020-10-06,69715
2020-10-07,69878
2020-10-08,70047
2020-10-09,70084
2020-10-10,70087
2020-10-11,70099
2020-10-13,70113
2020-10-14,70108
2020-10-15,70151
2020-10-16,70157
2020-10-17,70238
2020-10-18,70352
2020-10-19,70316
2020-10-20,70278
2020-10-21,70210
2020-10-22,70199
2020-10-24,70208
2020-10-25,70286
2020-10-27,70268
2020-10-28,70258
2020-10-29,70267
2020-10-31,70274
2020-11-01,70260
2020-11-02,70270
2020-11-04,70261
2020-11-05,70266
2020-11-06,70270
2020-11-08,70271
2020-11-09,70240
2020-11-10,70208
2020-11-12,70203
2020-11-13,70195
2020-11-14,70198
2020-11-16,70192
2020-11-17,70173
2020-11-19,70154
2020-11-20,70140
2020-11-21,70135
2020-11-23,70106
2020-11-24,70096
2020-11-25,70100
2020-11-27,70106
2020-11-28,70118
2020-11-29,70130
2020-12-01,70146
2020-12-02,70145
2020-12-03,70151
2020-12-04,70439
2020-12-05,70540
2020-12-06,70560
2020-12-07,70545
2020-12-09,70524
2020-12-10,70508
2020-12-11,70514
2020-12-13,70525
2020-12-14,70545
2020-12-15,70538
2020-12-17,70550
2020-12-18,70587
2020-12-19,70610
2020-12-20,70643
2020-12-22,70671
2020-12-23,70699
2020-12-24,70774
2020-12-25,70884
2020-12-26,71001
2020-12-27,71078
2020-12-28,71209
2020-12-29,71245
2020-12-30,71318
2020-12-31,71435
2021-01-01,71739
2021-01-02,72006
2021-01-03,72044
2021-01-04,72075
2021-01-05,72083
2021-01-07,72089
2021-01-08,72127
2021-01-09,72161
2021-01-10,72198
2021-01-11,72206
2021-01-12,72232
2021-01-13,72268
2021-01-15,72280
2021-01-16,72318
2021-01-17,72331
2021-01-19,72367
2021-01-20,72372
2021-01-21,72388
2021-01-23,72386
2021-01-24,72406
2021-01-25,72419
2021-01-27,72426
2021-01-28,72433
2021-01-29,72429
2021-01-31,72460
2021-02-01,72457
2021-02-02,72444
2021-02-04,72457
2021-02-05,72448
2021-02-06,72434
2021-02-08,72446
2021-02-09,72442
2021-02-10,72451
2021-02-12,72457
2021-02-13,72467
2021-02-14,72455
2021-02-16,72460
2021-02-17,72476
2021-02-18,72470
2021-02-20,72499
2021-02-21,72497
2021-02-22,72490
2021-02-24,72470
2021-02-25,72476
2021-02-27,72483
2021-02-28,72506
2021-03-01,72518
2021-03-03,72549
2021-03-04,72555
2021-03-05,72553
2021-03-07,72575
2021-03-08,72585
2021-03-09,72585
2021-03-11,72579
2021-03-12,72580
2021-03-13,72588
2021-03-14,72624
2021-03-15,72660
2021-03-17,72676
2021-03-18,72699
2021-03-19,72698
2021-03-20,72738
2021-03-21,72752
2021-03-22,72774
2021-03-23,72811
2021-03-25,72840
2021-03-26,72837
2021-03-28,72854
2021-03-29,72854
2021-03-30,72849
2021-04-01,72867
2021-04-02,72889
2021-04-03,72906
2021-04-05,72943
2021-04-06,72969
2021-04-07,72987
2021-04-09,72999
2021-04-10,72996
2021-04-11,72999
2021-04-12,73036
2021-04-13,73042
2021-04-14,73040
2021-04-16,73034
2021-04-17,73037
2021-04-18,73047
2021-04-20,73056
2021-04-21,73040
2021-04-22,73042
2021-04-24,73071
2021-04-25,73077
2021-04-26,73071
