,follower
2019-12-02,7671
2019-12-03,8004
2019-12-04,8226
2019-12-05,8395
2019-12-06,8629
2019-12-07,8915
2019-12-08,9120
2019-12-09,9268
2019-12-10,9387
2019-12-11,9494
2019-12-12,9627
2019-12-13,9761
2019-12-14,10016
2019-12-15,10177
2019-12-16,10270
2019-12-17,10640
2019-12-18,10788
2019-12-19,10898
2019-12-20,11046
2019-12-21,12145
2019-12-22,12346
2019-12-23,12579
2019-12-24,12704
2019-12-25,12831
2019-12-26,12920
2019-12-27,13008
2019-12-28,13137
2019-12-29,13277
2019-12-30,13491
2019-12-31,13797
2020-01-01,14230
2020-01-02,14358
2020-01-03,14436
2020-01-04,14572
2020-01-05,14656
2020-01-06,14727
2020-01-07,14886
2020-01-08,15015
2020-01-09,15132
2020-01-10,15229
2020-01-11,15326
2020-01-12,15411
2020-01-13,15530
2020-01-14,15674
2020-01-15,15803
2020-01-16,15943
2020-01-17,16044
2020-01-18,16299
2020-01-19,16858
2020-01-20,17903
2020-01-21,19401
2020-01-22,20105
2020-01-23,20372
2020-01-24,20667
2020-01-25,20937
2020-01-26,21211
2020-01-27,21475
2020-01-28,21776
2020-01-29,22164
2020-01-30,22540
2020-01-31,22900
2020-02-01,23472
2020-02-02,23956
2020-02-03,24568
2020-02-04,24991
2020-02-05,25211
2020-02-06,25438
2020-02-07,25671
2020-02-08,25935
2020-02-09,26210
2020-02-10,26566
2020-02-11,26743
2020-02-12,26934
2020-02-13,27111
2020-02-14,27710
2020-02-15,28153
2020-02-16,28479
2020-02-17,28714
2020-02-18,28951
2020-02-19,29144
2020-02-20,29490
2020-02-21,29910
2020-02-22,32954
2020-02-23,35195
2020-02-24,36182
2020-02-25,36781
2020-02-26,37352
2020-02-27,37644
2020-02-28,37852
2020-02-29,38129
2020-03-01,38367
2020-03-02,38623
2020-03-03,38800
2020-03-04,39014
2020-03-05,39197
2020-03-06,39350
2020-03-07,39608
2020-03-08,40397
2020-03-09,40899
2020-03-10,41159
2020-03-11,41354
2020-03-12,41509
2020-03-13,41811
2020-03-14,42166
2020-03-15,42397
2020-03-16,42683
2020-03-17,42785
2020-03-18,43122
2020-03-19,43627
2020-03-20,43862
2020-03-21,44849
2020-03-22,46108
2020-03-23,46367
2020-03-24,46633
2020-03-25,46894
2020-03-26,47262
2020-03-27,47494
2020-03-28,47642
2020-03-29,47795
2020-03-30,48040
2020-03-31,48840
2020-04-01,50098
2020-04-02,50615
2020-04-03,51032
2020-04-04,51406
2020-04-05,51615
2020-04-06,51868
2020-04-07,52130
2020-04-08,52546
2020-04-10,53078
2020-04-11,53288
2020-04-12,53477
2020-04-13,53832
2020-04-14,54015
2020-04-15,54877
2020-04-16,55546
2020-04-17,55805
2020-04-18,56094
2020-04-19,56283
2020-04-20,56798
2020-04-21,57227
2020-04-22,57584
2020-04-23,58744
2020-04-24,60330
2020-04-25,60730
2020-04-26,61035
2020-04-27,61520
2020-04-28,62181
2020-04-29,62647
2020-04-30,62832
2020-05-01,63136
2020-05-02,63499
2020-05-03,63865
2020-05-04,64180
2020-05-05,64511
2020-05-06,65169
2020-05-07,66086
2020-05-08,66320
2020-05-09,66655
2020-05-10,67070
2020-05-12,67676
2020-05-13,67863
2020-05-14,68057
2020-05-15,68118
2020-05-16,68724
2020-05-17,68973
2020-05-18,69194
2020-05-19,69338
2020-05-20,69704
2020-05-22,70352
2020-05-23,70428
2020-05-25,71216
2020-05-29,71828
2020-05-30,72066
2020-06-02,72568
2020-06-03,72658
2020-06-04,72845
2020-06-05,73141
2020-06-06,73686
2020-06-07,73896
2020-06-09,74097
