date,1484169431
2022-01-21,18873
2022-01-22,19268
2022-01-23,19654
2022-01-24,20115
2022-01-25,21037
2022-01-26,22060
2022-01-27,22735
2022-01-28,23557
2022-01-29,24657
2022-01-30,25232
2022-01-31,25399
2022-02-01,26252
2022-02-04,27263
2022-02-05,27738
2022-02-06,27940
2022-02-07,28176
2022-02-08,28356
2022-02-09,28581
2022-02-10,28698
2022-02-11,28883
2022-02-12,29015
2022-02-13,29107
2022-02-14,29200
2022-02-15,29291
2022-02-16,29358
2022-02-17,29388
2022-02-18,29700
2022-02-19,29731
2022-02-20,29763
2022-02-21,29787
2022-02-22,29850
2022-02-23,29921
2022-02-24,29954
2022-02-25,30531
2022-02-26,32489
2022-02-27,33113
2022-02-28,33280
2022-03-01,33246
2022-03-02,33244
2022-03-03,33220
2022-03-04,33293
2022-03-05,33337
2022-03-06,33478
2022-03-07,33515
2022-03-08,33538
2022-03-09,33559
2022-03-10,33628
2022-03-11,33850
2022-03-12,34260
2022-03-13,34441
2022-03-14,34670
2022-03-15,34782
2022-03-16,34924
2022-03-17,35113
2022-03-18,35149
2022-03-19,35223
2022-03-20,39023
2022-03-22,39089
2022-03-23,39126
2022-03-24,39162
2022-03-25,39044
2022-03-26,39058
2022-03-27,39131
2022-03-28,39139
2022-03-30,39238
2022-03-31,39661
2022-04-01,41879
2022-04-02,41841
2022-04-03,42667
2022-04-04,42742
2022-04-05,42769
2022-04-07,42764
2022-04-08,42761
2022-04-09,43906
2022-04-10,45382
2022-04-11,45286
2022-04-12,45302
2022-04-14,45373
2022-04-15,45479
2022-04-16,45562
2022-04-17,46268
2022-04-18,46355
2022-04-19,46316
2022-04-20,46321
2022-04-22,46560
2022-04-23,46801
2022-04-24,46874
2022-04-25,47037
2022-04-26,47110
2022-04-27,47146
2022-04-28,47196
2022-04-30,47373
2022-05-01,48270
2022-05-02,48307
2022-05-03,48386
2022-05-04,48748
2022-05-05,48899
2022-05-06,48937
2022-05-08,49176
2022-05-09,49809
2022-05-10,49900
2022-05-11,49864
2022-05-12,49828
2022-05-13,49868
2022-05-14,50220
2022-05-15,50184
2022-05-16,50197
2022-05-17,50228
2022-05-19,50313
2022-05-20,50346
2022-05-21,50383
2022-05-23,50387
2022-05-24,50766
2022-05-25,50913
2022-05-27,51081
2022-05-28,51154
2022-05-29,53602
2022-05-30,54420
2022-05-31,55223
2022-06-01,55729
2022-06-02,56105
2022-06-03,56560
2022-06-04,56741
2022-06-05,57087
2022-06-06,57304
2022-06-07,57452
2022-06-08,57778
2022-06-09,58001
2022-06-10,58198
2022-06-11,58419
2022-06-12,59332
2022-06-13,59456
2022-06-14,59572
2022-06-15,59762
2022-06-16,59910
2022-06-17,60059
2022-06-18,60171
2022-06-19,60317
2022-06-20,60463
2022-06-21,60602
2022-06-22,60639
2022-06-23,60750
2022-06-24,60866
2022-06-25,61148
2022-06-26,61248
2022-06-27,61359
2022-06-28,61432
2022-06-29,61504
2022-06-30,61577
2022-07-01,61613
2022-07-02,61726
2022-07-03,61798
2022-07-04,61835
2022-07-05,61871
2022-07-06,61911
2022-07-07,61969
2022-07-08,61744
2022-07-09,61511
2022-07-10,61636
2022-07-11,61672
2022-07-12,61882
2022-07-13,62081
2022-07-14,62154
2022-07-15,62190
2022-07-16,62623
2022-07-17,62733
2022-07-18,62882
2022-07-19,63430
2022-07-20,63691
2022-07-21,63872
2022-07-22,64032
2022-07-23,64104
2022-07-24,64215
2022-07-25,64324
2022-07-26,64432
2022-07-27,64577
2022-07-28,64652
2022-07-29,64724
2022-07-30,64835
2022-07-31,64909
2022-08-01,65188
2022-08-02,65371
2022-08-03,65516
2022-08-04,65699
2022-08-05,66330
2022-08-06,66599
2022-08-07,66746
2022-08-08,66965
2022-08-09,69263
2022-08-10,70263
2022-08-11,70202
2022-08-12,70272
2022-08-13,70346
2022-08-14,70458
2022-08-15,70530
2022-08-16,70566
2022-08-17,70674
2022-08-18,70822
2022-08-19,70894
2022-08-20,71006
2022-08-21,71159
2022-08-22,71270
2022-08-23,71493
2022-08-24,71713
2022-08-25,71869
2022-08-26,72051
2022-08-27,72228
2022-08-28,72379
2022-08-29,72528
2022-08-30,72653
2022-08-31,72762
2022-09-01,72834
2022-09-02,72993
2022-09-03,73103
2022-09-04,73191
2022-09-05,73264
2022-09-06,73384
2022-09-07,73458
2022-09-08,73606
2022-09-09,73687
2022-09-10,73810
