,follower
2020-12-05,7362
2020-12-06,7378
2020-12-08,7385
2020-12-09,7512
2020-12-10,7617
2020-12-11,7769
2020-12-12,8317
2020-12-13,8408
2020-12-14,8634
2020-12-15,8768
2020-12-16,8823
2020-12-17,8879
2020-12-18,9441
2020-12-19,9359
2020-12-20,9349
2020-12-22,9353
2020-12-23,9584
2020-12-24,9790
2020-12-25,9821
2020-12-27,9821
2020-12-28,10230
2020-12-29,10747
2020-12-30,10828
2020-12-31,10934
2021-01-01,11479
2021-01-02,11828
2021-01-03,11890
2021-01-04,11955
2021-01-05,12148
2021-01-06,12262
2021-01-07,12355
2021-01-08,12490
2021-01-09,12646
2021-01-10,12711
2021-01-11,12767
2021-01-12,12794
2021-01-13,12847
2021-01-14,12943
2021-01-15,12984
2021-01-16,13067
2021-01-17,13113
2021-01-18,13174
2021-01-19,13204
2021-01-20,13978
2021-01-21,14187
2021-01-22,14280
2021-01-23,14342
2021-01-24,14424
2021-01-25,14471
2021-01-26,14547
2021-01-27,14757
2021-01-28,15196
2021-01-29,15445
2021-01-30,16936
2021-01-31,17482
2021-02-01,17598
2021-02-02,17718
2021-02-03,17793
2021-02-04,17830
2021-02-05,17848
2021-02-06,17884
2021-02-07,17902
2021-02-08,17940
2021-02-09,17959
2021-02-10,17982
2021-02-11,18019
2021-02-12,18079
2021-02-13,18158
2021-02-14,18197
2021-02-15,18236
2021-02-16,18274
2021-02-17,18312
2021-02-19,18331
2021-02-20,18388
2021-02-21,18429
2021-02-22,18451
2021-02-23,18493
2021-02-24,18514
2021-02-25,18533
2021-02-26,18533
2021-02-27,18549
2021-02-28,18569
2021-03-01,18589
2021-03-02,18599
2021-03-03,18656
2021-03-05,18683
2021-03-06,18741
2021-03-07,18780
2021-03-09,18796
2021-03-10,18805
2021-03-11,18843
2021-03-13,18951
2021-03-14,19210
2021-03-15,19363
2021-03-16,19446
2021-03-18,19452
2021-03-19,19454
2021-03-20,19468
2021-03-21,19497
2021-03-22,19517
2021-03-24,19528
2021-03-25,19566
2021-03-26,20121
2021-03-27,20901
2021-03-28,20991
2021-03-29,21034
2021-03-30,21078
2021-03-31,21100
2021-04-01,21321
2021-04-02,21737
2021-04-04,21766
2021-04-05,21810
2021-04-06,21832
2021-04-08,21835
2021-04-09,23446
2021-04-10,23343
2021-04-11,23292
2021-04-12,23268
2021-04-13,23250
2021-04-15,23303
2021-04-16,23380
2021-04-17,23404
2021-04-18,23429
2021-04-20,23434
2021-04-21,23434
2021-04-23,23428
2021-04-24,23431
2021-04-25,23428
2021-04-27,23424
2021-04-28,23421
2021-04-29,23426
2021-05-01,23426
2021-05-02,23430
2021-05-03,23439
2021-05-05,23442
2021-05-06,23449
2021-05-07,23449
2021-05-09,23443
2021-05-10,23434
2021-05-11,23428
2021-05-13,23426
2021-05-14,23416
2021-05-15,23409
2021-05-17,23415
2021-05-18,23408
2021-05-19,23398
2021-05-21,23396
2021-05-22,23389
2021-05-23,23365
2021-05-25,23353
2021-05-26,23347
2021-05-27,23343
2021-05-29,23344
2021-05-30,23461
2021-05-31,23486
2021-06-01,23498
2021-06-03,23509
2021-06-04,23517
2021-06-05,23615
2021-06-06,23737
2021-06-07,23888
2021-06-08,24011
2021-06-09,24146
2021-06-10,24276
2021-06-11,24436
2021-06-12,24890
2021-06-13,25452
2021-06-14,25868
2021-06-15,26137
2021-06-16,26433
2021-06-17,26678
2021-06-18,26986
2021-06-19,27477
2021-06-20,27936
2021-06-21,28173
2021-06-22,28400
2021-06-23,28717
2021-06-24,29003
2021-06-25,29384
2021-06-26,29779
2021-06-27,30345
2021-06-28,30657
2021-06-29,31175
2021-06-30,31627
2021-07-01,31837
2021-07-02,31997
2021-07-03,32274
2021-07-04,32564
2021-07-05,32872
2021-07-06,33152
2021-07-07,33431
2021-07-08,33702
2021-07-09,33890
2021-07-10,34032
2021-07-11,34143
2021-07-12,34253
2021-07-13,34398
2021-07-14,34506
2021-07-15,34611
2021-07-16,34716
2021-07-17,34787
2021-07-18,34964
2021-07-19,35113
2021-07-20,35261
2021-07-21,35638
2021-07-22,35906
2021-07-23,35978
2021-07-24,36054
2021-07-25,36165
2021-07-26,36240
2021-07-27,36355
2021-07-28,37193
2021-07-29,37531
2021-07-30,37569
2021-07-31,37605
2021-08-01,37641
2021-08-02,37714
