,follower
2021-03-09,4793
2021-03-10,4963
2021-03-11,5119
2021-03-12,5313
2021-03-13,6295
2021-03-14,6694
2021-03-15,6938
2021-03-16,7239
2021-03-17,7545
2021-03-18,7905
2021-03-19,8149
2021-03-20,8877
2021-03-21,9276
2021-03-22,9599
2021-03-23,9788
2021-03-24,10136
2021-03-25,10380
2021-03-26,10722
2021-03-27,13392
2021-03-28,15812
2021-03-29,17592
2021-03-30,19995
2021-03-31,22589
2021-04-01,23979
2021-04-02,25417
2021-04-03,27560
2021-04-04,29640
2021-04-05,31306
2021-04-06,32432
2021-04-07,33488
2021-04-08,33675
2021-04-09,33925
2021-04-10,34224
2021-04-11,34602
2021-04-12,34968
2021-04-13,35372
2021-04-14,35638
2021-04-15,35825
2021-04-16,35972
2021-04-17,36273
2021-04-18,36463
2021-04-19,36579
2021-04-20,36658
2021-04-21,36768
2021-04-22,36842
2021-04-23,37919
2021-04-24,38031
2021-04-25,38109
2021-04-26,38184
2021-04-27,38263
2021-04-28,38299
2021-04-29,38413
2021-04-30,38450
2021-05-01,39308
2021-05-02,39566
2021-05-03,40099
2021-05-04,40605
2021-05-05,40920
2021-05-06,41035
2021-05-07,41318
2021-05-08,41354
2021-05-09,41464
2021-05-10,41538
2021-05-11,41620
2021-05-12,41697
2021-05-13,41734
2021-05-14,41808
2021-05-15,41939
2021-05-16,42050
2021-05-17,42122
2021-05-18,42159
2021-05-19,42268
2021-05-20,42308
2021-05-21,42380
2021-05-22,42489
2021-05-23,42605
2021-05-24,42971
2021-05-25,43276
2021-05-26,43581
2021-05-27,44017
2021-05-28,44359
2021-05-29,44879
2021-05-30,46169
2021-05-31,46620
2021-06-01,46732
2021-06-02,46917
2021-06-03,47031
2021-06-04,47103
2021-06-05,47375
2021-06-06,48887
2021-06-07,49160
2021-06-08,49361
2021-06-09,49557
2021-06-10,49751
2021-06-11,49902
2021-06-12,50101
2021-06-13,50292
2021-06-14,50575
2021-06-15,50726
2021-06-16,50877
2021-06-17,50992
2021-06-18,51177
2021-06-19,51446
2021-06-20,51601
2021-06-21,51673
2021-06-22,51709
2021-06-23,51747
2021-06-24,51862
2021-06-25,51940
2021-06-26,52013
2021-06-27,52089
2021-06-28,52161
2021-06-29,52197
2021-06-30,54693
2021-07-01,55252
2021-07-02,55325
2021-07-03,56115
2021-07-04,56589
2021-07-05,56897
2021-07-06,57204
2021-07-07,57473
2021-07-08,57661
2021-07-09,58786
2021-07-10,58944
2021-07-11,59136
2021-07-12,59282
2021-07-13,59395
2021-07-14,59505
2021-07-15,59615
2021-07-16,59727
2021-07-17,60029
2021-07-18,60343
2021-07-19,60563
2021-07-20,60835
2021-07-21,61416
2021-07-22,61757
2021-07-23,62053
2021-07-24,62320
2021-07-25,62621
2021-07-26,63011
2021-07-27,63442
2021-07-28,63710
2021-07-29,63935
2021-07-30,64828
2021-07-31,64941
2021-08-01,65090
2021-08-02,65202
