,370687588
2021-02-02,70249
2021-02-03,70780
2021-02-04,71230
2021-02-05,71666
2021-02-06,72181
2021-02-07,72601
2021-02-08,72879
2021-02-09,73103
2021-02-10,73299
2021-02-11,73451
2021-02-12,73604
2021-02-13,73884
2021-02-14,74371
2021-02-15,74654
2021-02-16,75062
2021-02-17,75786
2021-02-18,76332
2021-02-19,76756
2021-02-20,76990
2021-02-21,77264
2021-02-22,77494
2021-02-23,77761
2021-02-24,77993
2021-02-25,78224
2021-02-26,78373
2021-02-27,78448
2021-02-28,78486
2021-03-01,78523
2021-03-02,78560
2021-03-03,78596
2021-03-05,78624
2021-03-06,78836
2021-03-07,79076
2021-03-08,79186
2021-03-09,79222
2021-03-10,79258
2021-03-11,79294
2021-03-12,79366
2021-03-13,79445
2021-03-14,79521
2021-03-15,79558
2021-03-16,79642
2021-03-17,79762
2021-03-18,79798
2021-03-19,79882
2021-03-20,79954
2021-03-21,80066
2021-03-22,80139
2021-03-23,80175
2021-03-24,80211
2021-03-25,80247
2021-03-27,80310
2021-03-28,80422
2021-03-30,80443
2021-03-31,80479
2021-04-01,80507
2021-04-03,80522
2021-04-04,80549
2021-04-05,80589
2021-04-06,80626
2021-04-07,80664
2021-04-08,80701
2021-04-10,80940
2021-04-12,80947
2021-04-13,81059
2021-04-14,81095
2021-04-15,81109
2021-04-16,81130
2021-04-17,81167
2021-04-19,81185
2021-04-20,81204
2021-04-21,81225
2021-04-23,81237
2021-04-24,81266
2021-04-25,81300
2021-04-27,81303
2021-04-28,81302
2021-04-29,81311
2021-05-01,81309
2021-05-02,81319
2021-05-03,81356
2021-05-04,81371
2021-05-06,81403
2021-05-07,81404
2021-05-08,81431
2021-05-10,81436
2021-05-11,81434
2021-05-12,81448
2021-05-14,81440
2021-05-15,81435
2021-05-16,81447
2021-05-18,81417
2021-05-19,81406
2021-05-20,81399
2021-05-22,81418
2021-05-23,81415
2021-05-25,81402
2021-05-26,81387
2021-05-27,81372
2021-05-29,81352
2021-05-30,81371
2021-05-31,81408
2021-06-01,81423
2021-06-03,81460
2021-06-04,81534
2021-06-05,81686
2021-06-06,82103
2021-06-07,82463
2021-06-08,82573
2021-06-09,82611
2021-06-11,82663
2021-06-12,82742
2021-06-13,82819
2021-06-14,82895
2021-06-15,82931
2021-06-16,82967
2021-06-17,83040
2021-06-19,83077
2021-06-20,83266
2021-06-21,83821
2021-06-22,84355
2021-06-23,84760
2021-06-24,84949
2021-06-25,85296
2021-06-26,85608
2021-06-27,85793
2021-06-28,85985
2021-06-29,86095
2021-06-30,86324
2021-07-01,86651
2021-07-02,86886
2021-07-03,87032
2021-07-04,87180
2021-07-05,87486
2021-07-06,88056
2021-07-07,88541
2021-07-08,88741
2021-07-09,88937
2021-07-10,89090
2021-07-11,89241
2021-07-12,89421
2021-07-13,89536
2021-07-14,89718
2021-07-15,89836
2021-07-16,89987
2021-07-17,90136
2021-07-18,90210
2021-07-19,90323
2021-07-20,90400
2021-07-21,90547
2021-07-22,90620
2021-07-23,90892
2021-07-24,91983
2021-07-25,92831
2021-07-26,93555
2021-07-27,94226
2021-07-28,94812
2021-07-29,96097
2021-07-30,97025
2021-07-31,97585
2021-08-01,97949
2021-08-02,98269
2021-08-03,98505
2021-08-04,98703
2021-08-05,98892
2021-08-06,99001
2021-08-07,99239
2021-08-08,99657
2021-08-09,100072
2021-08-10,100383
2021-08-11,100492
2021-08-12,100604
2021-08-13,100722
2021-08-14,100796
2021-08-15,100921
2021-08-16,100999
2021-08-17,101150
2021-08-18,101187
2021-08-19,101261
2021-08-20,101297
2021-08-22,101312
2021-08-23,101335
2021-08-24,101365
2021-08-25,101641
2021-08-26,101827
2021-08-27,101937
2021-08-28,102011
2021-08-29,102047
2021-08-30,102083
2021-08-31,102121
2021-09-01,102144
2021-09-02,102180
2021-09-03,102212
2021-09-04,102248
2021-09-05,102284
2021-09-07,102315
2021-09-08,102336
2021-09-09,102373
2021-09-11,102388
2021-09-12,102398
2021-09-13,102414
2021-09-15,102403
2021-09-16,102406
2021-09-17,102419
2021-09-19,102441
2021-09-20,102471
2021-09-21,102507
2021-09-22,102532
2021-09-24,102534
2021-09-25,102532
2021-09-26,102524
2021-09-28,102517
2021-09-29,102494
2021-09-30,102485
2021-10-02,102470
2021-10-03,102467
2021-10-05,102457
2021-10-06,102446
2021-10-07,102446
2021-10-09,102440
2021-10-10,102455
2021-10-11,102456
2021-10-13,102442
2021-10-14,102442
2021-10-15,102451
2021-10-16,102709
2021-10-17,102746
2021-10-18,102787
2021-10-19,102790
2021-10-21,102812
2021-10-22,102884
2021-10-24,102920
2021-10-25,102928
2021-10-26,102938
2021-10-28,102998
2021-11-02,103101
2021-11-03,103104
2021-11-05,103126
2021-11-06,103183
2021-11-08,103215
2021-11-09,103230
2021-11-11,103252
2021-11-12,103264
2021-11-13,103277
2021-11-15,103299
2021-11-16,103316
2021-11-17,103313
2021-11-19,103299
2021-11-20,103314
2021-11-21,103304
2021-12-05,103657
2021-12-07,103652
2021-12-08,103633
2021-12-09,103610
2021-12-10,103573
2021-12-12,103519
2021-12-14,103492
2021-12-15,103456
2021-12-16,103419
2021-12-18,103394
2021-12-19,103367
2021-12-20,103331
2021-12-21,103306
2021-12-23,103276
2021-12-24,103287
2021-12-25,103273
2021-12-26,103237
2021-12-27,103273
2021-12-28,103264
2021-12-30,103252
2021-12-31,103277
2022-01-01,103265
2022-01-03,103241
2022-01-04,103244
2022-01-06,103243
2022-01-07,103241
2022-01-08,103242
2022-01-10,103232
2022-01-11,103230
2022-01-13,103214
2022-01-14,103192
2022-01-15,103193
2022-01-17,103168
2022-01-18,103164
2022-01-19,103148
2022-01-21,103143
2022-01-22,103137
2022-01-23,103112
2022-01-25,103092
2022-01-26,103083
2022-01-27,103078
2022-01-29,103037
2022-01-31,103002
2022-02-04,102976
2022-02-05,103005
2022-02-06,103013
2022-02-08,103018
2022-02-09,103027
2022-02-10,103044
2022-02-12,103016
2022-02-13,103043
2022-02-15,103043
2022-02-16,103046
2022-02-17,103036
2022-02-19,103027
2022-02-20,103033
2022-02-21,103015
2022-02-23,103008
2022-02-24,102997
2022-02-25,103012
2022-02-27,103003
2022-02-28,102994
2022-03-01,102996
2022-03-03,102984
2022-03-04,102987
2022-03-05,102969
2022-03-07,102967
2022-03-08,102965
2022-03-09,102944
2022-03-11,102928
2022-03-12,102920
2022-03-13,102896
2022-03-15,102873
2022-03-16,102852
2022-03-17,102850
2022-03-19,102855
2022-03-20,102885
2022-03-21,102890
2022-03-23,102887
2022-03-24,102883
2022-03-25,102868
2022-03-27,102841
2022-03-28,102817
2022-03-29,102790
2022-03-31,102760
2022-04-01,102724
2022-04-02,102699
2022-04-04,102669
2022-04-05,102647
2022-04-06,102629
2022-04-08,102615
2022-04-09,102621
2022-04-10,102610
2022-04-12,102609
2022-04-13,102584
2022-04-14,102559
2022-04-15,102523
2022-04-17,102498
2022-04-18,102472
2022-04-20,102439
2022-04-21,102419
2022-04-22,102394
2022-04-24,102368
2022-04-25,102356
2022-04-26,102347
2022-04-28,102310
2022-04-29,102282
2022-04-30,102262
2022-05-02,102227
2022-05-03,102201
2022-05-04,102164
2022-05-06,102128
2022-05-07,101968
2022-05-08,101932
2022-05-09,102046
2022-05-10,102082
2022-05-11,102085
2022-05-13,102088
2022-05-14,102158
2022-05-15,102230
2022-05-16,102266
2022-05-17,102338
2022-05-18,102374
2022-05-19,102410
2022-05-20,102458
2022-05-21,102422
2022-05-23,102413
2022-05-24,102397
2022-05-25,102417
2022-05-27,102443
2022-05-28,102463
2022-05-29,102499
2022-05-30,102516
2022-06-01,102526
2022-06-02,102541
2022-06-03,102575
2022-06-05,102611
2022-06-06,102614
2022-06-07,102636
2022-06-09,102657
2022-06-10,102676
2022-06-11,102677
2022-06-13,102668
2022-06-14,102648
2022-06-15,102655
2022-06-17,102653
2022-06-18,102652
2022-06-19,102658
2022-06-21,102650
2022-06-22,102714
2022-06-23,102680
2022-06-25,102677
2022-06-26,102693
2022-06-28,102701
2022-06-29,102716
2022-06-30,102737
2022-07-02,102752
2022-07-03,102751
2022-07-04,102758
2022-07-06,102786
2022-07-07,102801
2022-07-08,102830
2022-07-10,102837
2022-07-11,102841
2022-07-12,102859
2022-07-14,102861
2022-07-15,102880
2022-07-16,102890
2022-07-17,102926
2022-07-18,102962
2022-07-19,102998
2022-07-20,103034
2022-07-21,103070
2022-07-22,103143
2022-07-23,103179
2022-07-24,103215
2022-07-26,103232
2022-07-27,103304
2022-07-28,103340
2022-07-29,103376
2022-07-31,103412
2022-08-01,103434
2022-08-02,103470
2022-08-03,103483
2022-08-04,103519
2022-08-06,103545
2022-08-07,103581
2022-08-08,103615
2022-08-09,103646
2022-08-10,103682
2022-08-12,103713
2022-08-13,103732
2022-08-14,103758
2022-08-16,103780
2022-08-17,103798
2022-08-18,103834
2022-08-20,103852
2022-08-21,103870
2022-08-22,103889
2022-08-24,103926
2022-08-25,103957
2022-08-26,104031
2022-08-28,104062
2022-08-29,104107
2022-08-30,104151
2022-08-31,104188
2022-09-01,104203
2022-09-03,104211
2022-09-04,104241
2022-09-06,104253
2022-09-07,104257
2022-09-08,104255
