,follower
2022-07-19,43227
2022-07-20,43263
2022-07-21,43337
2022-07-22,43410
2022-07-23,43483
2022-07-24,43520
2022-07-25,43592
2022-07-26,43700
2022-07-27,43775
2022-07-28,43861
2022-07-29,44091
2022-07-30,44163
2022-07-31,44200
2022-08-01,44238
2022-08-02,44274
2022-08-03,44307
2022-08-04,44381
2022-08-05,44455
2022-08-06,44527
2022-08-07,44599
2022-08-08,44635
2022-08-09,44707
2022-08-10,45612
2022-08-12,45601
2022-08-13,45635
2022-08-14,45707
2022-08-15,45779
2022-08-16,45815
2022-08-17,45887
2022-08-18,45924
2022-08-19,45961
2022-08-20,45997
2022-08-22,46030
2022-08-23,46135
2022-08-24,46210
2022-08-25,46282
2022-08-26,46390
2022-08-27,46427
2022-08-28,46499
2022-08-29,46535
2022-08-30,46571
2022-08-31,46754
2022-09-01,46900
2022-09-02,46975
2022-09-03,47048
2022-09-04,47085
2022-09-05,47121
2022-09-06,47157
2022-09-07,47174
2022-09-08,47251
2022-09-09,47374
