,558070434
2020-11-09,8274
2020-11-10,8273
2020-11-11,8282
2020-11-13,8287
2020-11-14,8301
2020-11-15,8310
2020-11-16,8319
2020-11-18,8319
2020-11-19,8337
2020-11-21,8395
2020-11-22,8473
2020-11-23,8482
2020-11-24,8487
2020-11-25,8505
2020-11-26,8514
2020-11-27,8514
2020-11-29,8522
2020-12-01,8526
2020-12-02,8531
2020-12-03,8535
2020-12-04,8571
2020-12-05,8591
2020-12-06,8609
2020-12-08,8629
2020-12-09,8765
2020-12-10,8872
2020-12-11,9060
2020-12-12,9640
2020-12-13,9752
2020-12-14,9816
2020-12-15,9877
2020-12-16,9927
2020-12-17,9948
2020-12-18,9979
2020-12-19,10040
2020-12-20,10062
2020-12-21,10096
2020-12-22,10119
2020-12-23,10141
2020-12-24,10153
2020-12-25,10187
2020-12-26,10280
2020-12-27,10314
2020-12-28,10693
2020-12-29,11172
2020-12-30,11248
2020-12-31,11426
2021-01-01,12090
2021-01-02,12540
2021-01-03,12665
2021-01-04,12772
2021-01-05,12964
2021-01-06,13080
2021-01-07,13166
2021-01-08,13285
2021-01-09,13452
2021-01-10,13528
2021-01-11,13572
2021-01-12,13586
2021-01-13,13650
2021-01-14,13708
2021-01-15,13764
2021-01-16,13837
2021-01-17,13879
2021-01-18,13922
2021-01-19,13950
2021-01-20,14797
2021-01-21,15015
2021-01-22,15105
2021-01-23,15173
2021-01-24,15265
2021-01-25,15297
2021-01-26,15368
2021-01-27,15423
2021-01-28,15455
2021-01-29,15487
2021-01-30,15541
2021-01-31,15574
2021-02-02,15589
2021-02-03,15603
2021-02-04,15619
2021-02-05,15635
2021-02-07,15632
2021-02-08,15629
2021-02-09,15631
2021-02-11,15642
2021-02-12,15654
2021-02-13,15665
2021-02-14,15681
2021-02-16,15686
2021-02-17,15700
2021-02-18,15698
2021-02-20,15704
2021-02-21,15730
2021-02-22,15747
2021-02-24,15757
2021-02-25,15748
2021-02-26,15748
2021-02-27,16130
2021-02-28,16328
2021-03-01,16700
2021-03-02,16754
2021-03-03,16848
2021-03-04,16883
2021-03-05,16937
2021-03-06,17030
2021-03-07,17167
2021-03-08,17203
2021-03-09,17221
2021-03-10,17259
2021-03-11,17277
2021-03-12,17358
2021-03-13,17416
2021-03-14,17579
2021-03-15,17637
2021-03-16,17675
2021-03-17,17694
2021-03-18,17712
2021-03-19,17731
2021-03-20,17767
2021-03-21,17785
2021-03-22,17803
2021-03-23,17824
2021-03-24,17860
2021-03-25,18007
2021-03-26,18491
2021-03-27,18933
2021-03-28,18991
2021-03-29,19050
2021-03-30,19070
2021-03-31,19110
2021-04-01,19200
2021-04-02,19344
2021-04-03,19432
2021-04-04,19497
2021-04-05,19604
2021-04-06,19624
2021-04-07,19645
2021-04-08,19685
2021-04-09,19705
2021-04-10,19727
2021-04-11,19790
2021-04-12,19852
2021-04-13,19918
2021-04-14,19939
2021-04-15,20003
2021-04-16,20121
2021-04-17,20142
2021-04-18,20187
2021-04-19,20210
2021-04-20,20232
2021-04-22,20237
2021-04-23,20246
2021-04-24,20295
2021-04-25,20308
2021-04-26,20329
2021-04-27,20441
2021-04-28,20616
2021-04-29,20685
2021-04-30,20750
2021-05-01,20771
2021-05-02,20793
2021-05-03,20815
2021-05-04,20836
2021-05-05,20858
2021-05-06,20879
2021-05-08,20921
2021-05-09,20942
2021-05-11,20958
2021-05-12,21001
2021-05-13,21024
2021-05-14,21046
2021-05-15,21119
2021-05-16,21164
2021-05-17,21186
2021-05-18,21204
2021-05-19,21228
2021-05-20,21274
2021-05-21,21326
2021-05-22,21371
2021-05-23,21420
2021-05-24,21466
2021-05-26,21488
2021-05-27,21498
2021-05-28,21496
2021-05-30,21577
2021-05-31,21600
2021-06-01,21622
2021-06-03,21631
2021-06-04,21631
2021-06-05,21634
2021-06-07,21651
2021-06-08,21649
2021-06-09,21647
2021-06-11,21662
2021-06-13,21675
2021-06-14,21683
2021-06-15,21689
2021-06-17,21683
2021-06-18,21687
2021-06-19,21709
2021-06-20,21731
2021-06-21,21741
2021-06-23,21774
2021-06-24,21797
2021-06-25,21819
2021-06-26,21865
2021-06-27,21887
2021-06-28,21909
2021-06-29,22212
2021-06-30,22485
2021-07-01,22509
2021-07-02,22532
2021-07-03,22579
2021-07-04,22626
2021-07-05,22649
2021-07-06,22696
2021-07-07,22743
2021-07-08,22812
2021-07-09,22858
2021-07-10,22908
2021-07-11,22985
2021-07-12,23008
2021-07-13,23032
2021-07-15,23051
2021-07-16,23066
2021-07-17,23074
2021-07-19,23080
2021-07-20,23093
2021-07-21,23362
2021-07-22,23521
2021-07-23,23545
2021-07-24,23804
2021-07-25,23828
2021-07-27,23831
2021-07-28,23861
2021-07-30,23871
2021-07-31,23887
2021-08-01,23899
2021-08-03,23895
2021-08-04,23893
2021-08-05,23911
2021-08-07,23942
2021-08-08,24154
2021-08-09,24204
2021-08-10,24283
2021-08-11,24334
2021-08-12,24419
2021-08-13,24495
2021-08-14,24521
2021-08-15,24573
2021-08-16,24598
2021-08-17,24623
2021-08-18,24673
2021-08-19,24698
2021-08-20,24723
2021-08-21,24801
2021-08-22,24827
2021-08-23,24907
2021-08-24,25013
2021-08-25,25759
2021-08-26,26072
2021-08-27,26194
2021-08-28,26693
2021-08-29,27213
2021-08-30,27332
2021-08-31,27487
2021-09-01,27722
2021-09-02,27863
2021-09-03,28775
2021-09-04,28836
2021-09-05,29413
2021-09-06,29704
2021-09-07,30498
2021-09-08,30530
2021-09-09,30766
2021-09-10,30860
2021-09-11,31000
2021-09-12,31101
2021-09-13,31348
2021-09-14,31537
2021-09-15,31569
2021-09-16,31708
2021-09-17,31776
2021-09-18,31808
2021-09-19,31872
2021-09-20,31940
2021-09-21,32102
2021-09-22,32212
2021-09-23,32279
2021-09-24,32416
2021-09-25,32502
2021-09-26,32791
2021-09-27,32857
2021-09-28,32890
2021-09-29,33095
2021-09-30,33163
2021-10-01,33232
2021-10-02,33335
2021-10-03,33408
2021-10-04,33444
2021-10-05,33478
2021-10-06,33515
2021-10-07,33549
2021-10-08,33575
2021-10-09,33609
2021-10-10,33618
2021-10-11,33652
2021-10-12,33741
2021-10-13,33781
2021-10-15,33784
2021-10-16,33806
2021-10-17,33805
2021-10-19,33789
2021-10-20,33782
2021-10-21,33770
2021-10-23,33761
2021-10-24,33758
2021-10-25,33760
2021-10-27,33755
2021-10-28,33762
2021-11-02,33752
2021-11-03,33724
2021-11-05,33706
2021-11-06,33708
2021-11-07,34376
2021-11-09,34357
2021-11-10,34348
2021-11-11,34328
2021-11-13,34325
2021-11-14,34350
2021-11-16,34346
2021-11-17,34329
2021-11-19,34314
2021-11-20,34294
2021-11-22,35342
2021-12-05,35179
2021-12-07,35171
2021-12-08,35166
2021-12-09,35159
2021-12-11,35129
2021-12-12,35119
2021-12-13,35111
2021-12-15,35110
2021-12-16,35086
2021-12-18,35091
2021-12-19,35073
2021-12-20,35051
2021-12-22,35054
2021-12-23,35050
2021-12-24,35840
2021-12-26,35804
2021-12-27,35777
2021-12-28,35741
2021-12-30,35754
2021-12-31,35828
2022-01-01,35821
2022-01-03,35816
2022-01-04,35800
2022-01-06,35784
2022-01-07,35779
2022-01-09,35762
2022-01-10,35730
2022-01-11,35721
2022-01-13,35703
2022-01-14,35909
2022-01-16,35880
2022-01-17,35857
2022-01-18,35819
2022-01-19,35790
2022-01-21,35766
2022-01-22,35836
2022-01-23,35944
2022-01-24,35908
2022-01-25,35911
2022-01-26,35881
2022-01-27,35919
2022-01-29,36117
2022-01-30,36081
2022-01-31,36044
2022-02-01,35986
2022-02-04,35882
2022-02-05,35858
2022-02-06,35822
2022-02-08,35786
2022-02-09,35771
2022-02-10,35698
2022-02-11,35662
2022-02-12,35626
2022-02-13,35590
2022-02-14,35627
2022-02-16,35606
2022-02-17,35592
2022-02-18,35560
2022-02-20,35561
2022-02-21,35552
2022-02-22,35528
2022-02-24,35893
2022-02-25,35856
2022-02-26,35823
2022-02-28,35793
2022-03-01,35761
2022-03-02,35753
2022-03-04,35738
2022-03-05,35724
2022-03-06,35688
2022-03-07,35670
2022-03-09,35663
2022-03-10,35640
2022-03-11,35618
2022-03-13,35604
2022-03-14,36865
2022-03-15,36793
2022-03-16,36757
2022-03-18,36685
2022-03-19,36649
2022-03-20,36613
2022-03-21,36579
2022-03-22,36543
2022-03-24,36515
2022-03-25,36501
2022-03-26,36465
2022-03-27,36429
2022-03-29,36393
2022-03-30,36361
2022-03-31,36324
2022-04-01,36301
2022-04-03,36227
2022-04-05,36199
2022-04-06,36163
2022-04-07,36168
2022-04-09,36129
2022-04-10,36108
2022-04-11,36158
2022-04-12,36121
2022-04-13,36085
2022-04-15,36061
2022-04-16,36023
2022-04-17,36001
2022-04-18,35969
2022-04-20,35951
2022-04-21,35929
2022-04-22,35910
2022-04-24,35904
2022-04-25,35897
2022-04-26,35878
2022-04-28,35865
2022-04-29,35840
2022-04-30,35839
2022-05-01,35878
2022-05-03,35849
2022-05-04,35841
2022-05-05,35844
2022-05-07,36086
2022-05-08,36421
2022-05-09,36497
2022-05-10,36533
2022-05-12,36569
2022-05-13,36574
2022-05-14,37041
2022-05-15,37024
2022-05-16,37373
2022-05-17,37599
2022-05-18,37563
2022-05-19,37527
2022-05-20,38286
2022-05-21,38212
2022-05-23,38185
2022-05-24,38176
2022-05-25,38171
2022-05-27,38151
2022-05-28,38132
2022-05-29,38143
2022-05-31,38119
2022-06-01,38098
2022-06-02,38062
2022-06-03,38026
2022-06-04,38062
2022-06-05,38050
2022-06-06,38014
2022-06-08,37957
2022-06-10,37937
2022-06-11,37907
2022-06-13,37876
2022-06-14,37847
2022-06-15,37815
2022-06-16,37778
2022-06-18,37759
2022-06-19,37745
2022-06-20,37732
2022-06-22,37750
2022-06-23,37789
2022-06-24,37753
2022-06-25,37739
2022-06-26,37707
2022-06-28,37688
2022-06-29,37650
2022-06-30,37640
2022-07-01,37623
2022-07-03,37608
2022-07-04,37585
2022-07-05,37567
2022-07-07,37466
2022-07-08,37086
2022-07-09,36631
2022-07-10,36602
2022-07-12,36569
2022-07-13,36564
2022-07-14,36570
2022-07-15,37120
2022-07-16,37084
2022-07-17,37011
2022-07-19,36986
2022-07-20,36958
2022-07-21,36922
2022-07-22,36904
2022-07-23,36903
2022-07-25,36881
2022-07-26,36875
2022-07-27,36871
2022-07-29,36863
2022-07-30,36857
2022-07-31,36863
2022-08-02,36864
2022-08-03,36859
2022-08-04,36855
2022-08-06,36849
2022-08-07,36847
2022-08-08,36841
2022-08-10,36847
2022-08-11,36851
2022-08-12,36850
2022-08-14,36848
2022-08-15,36842
2022-08-16,36845
2022-08-18,36842
2022-08-19,36848
2022-08-20,36847
2022-08-22,36852
2022-08-23,36854
2022-08-24,36859
2022-08-26,36872
2022-08-27,36886
2022-08-28,36889
2022-08-30,36880
2022-08-31,36878
2022-09-01,36878
2022-09-03,36869
2022-09-04,36877
2022-09-05,36868
2022-09-07,36868
2022-09-08,36868
2022-09-09,36857
