,690608695
2022-08-27,38217
2022-08-28,38294
2022-08-29,38369
2022-08-30,38405
2022-08-31,38482
2022-09-01,38519
2022-09-02,38594
2022-09-03,38670
2022-09-04,38747
2022-09-05,38786
2022-09-06,38823
2022-09-07,38859
2022-09-09,38927
2022-09-10,38963
