,follower
2019-10-29,9258
2019-10-30,9288
2019-10-31,9305
2019-11-01,9330
2019-11-02,9377
2019-11-03,9656
2019-11-04,9944
2019-11-05,10020
2019-11-06,10090
2019-11-07,10139
2019-11-08,10193
2019-11-09,10304
2019-11-10,10383
2019-11-11,10413
2019-11-12,10443
2019-11-13,10524
2019-11-14,10565
2019-11-15,10596
2019-11-16,10625
2019-11-17,10649
2019-11-18,10664
2019-11-19,10675
2019-11-20,10700
2019-11-21,10726
2019-11-22,10751
2019-11-23,10775
2019-11-24,10790
2019-11-25,10800
2019-11-26,10818
2019-11-27,10828
2019-11-28,10849
2019-11-29,10855
2019-11-30,10867
2019-12-01,10911
2019-12-02,10943
2019-12-03,10966
2019-12-04,10995
2019-12-05,11021
2019-12-06,11081
2019-12-07,11140
2019-12-08,11187
2019-12-09,11206
2019-12-10,11219
2019-12-11,11241
2019-12-12,11253
2019-12-13,11279
2019-12-14,11369
2019-12-15,11454
2019-12-16,11505
2019-12-17,11522
2019-12-18,11564
2019-12-19,11591
2019-12-20,11655
2019-12-21,11718
2019-12-22,11783
2019-12-23,11851
2019-12-24,11931
2019-12-25,11979
2019-12-26,12000
2019-12-27,12045
2019-12-28,12125
2019-12-29,12138
2019-12-30,12158
2019-12-31,12185
2020-01-01,12204
2020-01-02,12218
2020-01-03,12236
2020-01-04,12254
2020-01-05,12276
2020-01-06,12318
2020-01-07,12329
2020-01-08,12363
2020-01-09,12395
2020-01-10,12446
2020-01-11,12497
2020-01-12,12513
2020-01-13,12581
2020-01-14,12653
2020-01-15,12708
2020-01-16,12756
2020-01-17,12804
2020-01-18,12843
2020-01-19,12869
2020-01-20,12897
2020-01-21,12926
2020-01-22,13025
2020-01-23,13099
2020-01-24,13209
2020-01-25,13307
2020-01-26,13392
2020-01-27,13504
2020-01-28,13632
2020-01-29,13712
2020-01-30,13824
2020-01-31,13901
2020-02-01,13975
2020-02-02,14007
2020-02-03,14073
2020-02-04,14204
2020-02-05,14271
2020-02-06,14358
2020-02-07,14437
2020-02-08,14506
2020-02-09,14574
2020-02-10,14605
2020-02-11,14676
2020-02-12,14746
2020-02-13,14778
2020-02-14,14820
2020-02-15,14845
2020-02-16,14886
2020-02-17,14911
2020-02-18,14937
2020-02-19,15058
2020-02-20,15251
2020-02-21,15430
2020-02-22,15496
2020-02-23,15623
2020-02-24,15777
2020-02-25,15858
2020-02-26,15914
2020-02-27,15992
2020-02-28,16076
2020-02-29,16113
2020-03-01,16260
2020-03-02,16312
2020-03-03,16358
2020-03-04,16390
2020-03-05,16426
2020-03-06,16462
2020-03-07,16483
2020-03-08,16503
2020-03-09,16528
2020-03-10,16551
2020-03-11,16594
2020-03-12,16638
2020-03-13,16694
2020-03-14,16737
2020-03-15,16848
2020-03-16,16941
2020-03-17,16992
2020-03-18,17012
2020-03-19,17044
2020-03-20,17087
2020-03-21,17160
2020-03-22,17218
2020-03-23,17255
2020-03-24,17291
2020-03-25,17337
2020-03-26,17361
2020-03-27,17399
2020-03-28,17424
2020-03-29,17504
2020-03-30,17728
2020-03-31,18003
2020-04-01,18212
2020-04-02,18337
2020-04-03,18500
2020-04-04,18553
2020-04-05,18636
2020-04-06,18717
2020-04-07,18794
2020-04-08,18892
2020-04-09,18968
2020-04-10,19052
2020-04-11,19106
2020-04-12,19170
2020-04-13,19249
2020-04-14,19297
2020-04-15,19326
2020-04-16,19375
2020-04-17,19395
2020-04-18,19447
2020-04-19,19499
2020-04-20,19565
2020-04-21,19618
2020-04-22,19679
2020-04-23,19744
2020-04-24,19768
2020-04-25,19799
2020-04-26,19821
2020-04-27,19846
2020-04-28,19872
2020-04-29,19903
2020-04-30,19918
2020-05-01,19933
2020-05-02,19932
2020-05-03,19950
2020-05-04,19965
2020-05-05,19970
2020-05-06,19988
2020-05-07,20017
2020-05-08,20072
2020-05-09,20116
2020-05-10,20153
2020-05-11,20170
2020-05-12,20183
2020-05-13,20202
2020-05-14,20209
2020-05-15,20381
2020-05-16,20467
2020-05-17,20498
2020-05-18,20531
2020-05-19,20557
2020-05-20,20579
2020-05-21,20600
2020-05-22,20621
2020-05-23,20634
2020-05-24,20660
2020-05-25,20667
2020-05-27,20676
2020-05-28,20687
2020-05-29,20698
2020-05-30,20719
2020-05-31,20738
2020-06-01,20759
2020-06-02,20774
2020-06-03,20795
2020-06-05,20814
2020-06-06,20856
2020-06-08,20873
2020-06-09,20890
2020-06-10,20892
2020-06-12,20906
2020-06-13,20905
2020-06-14,20904
2020-06-16,20912
2020-06-17,20911
2020-06-18,20911
2020-06-20,20921
2020-06-21,20913
2020-06-22,20918
2020-06-23,20964
2020-06-24,21023
2020-06-25,21077
2020-06-26,21121
2020-06-27,21163
2020-06-28,21193
2020-06-29,21238
2020-06-30,21260
2020-07-01,21305
2020-07-03,21385
2020-07-04,21431
2020-07-05,21453
2020-07-07,21467
2020-07-08,21482
2020-07-09,21557
2020-07-10,21580
2020-07-11,21624
2020-07-12,21774
2020-07-13,21858
2020-07-14,21933
2020-07-15,22018
2020-07-16,22088
2020-07-17,22131
2020-07-18,22225
2020-07-19,22422
2020-07-20,22519
2020-07-21,22599
2020-07-22,22656
2020-07-23,22713
2020-07-24,22761
2020-07-25,22807
2020-07-26,22857
2020-07-27,22912
2020-07-28,22983
2020-07-29,23029
2020-07-30,23123
2020-07-31,23201
2020-08-01,23257
2020-08-02,23327
2020-08-03,23351
2020-08-05,23555
2020-08-06,23679
2020-08-07,23753
2020-08-08,23778
2020-08-09,23829
2020-08-16,24567
2020-08-17,24675
2020-08-18,24825
2020-08-19,24850
2020-08-20,24902
2020-08-21,24929
2020-08-22,25039
2020-08-23,25095
2020-08-24,25121
2020-08-25,25150
2020-08-26,25177
2020-08-27,25229
2020-08-28,25256
2020-08-29,25280
2020-08-31,25288
2020-09-01,25296
2020-09-02,25305
2020-09-04,25305
2020-09-05,25291
2020-09-07,25288
2020-09-09,25299
2020-09-11,25333
2020-09-12,25382
2020-09-14,25410
2020-09-16,25428
2020-09-18,25426
2020-09-20,25442
2020-09-21,25445
2020-09-22,25448
2020-09-24,25445
2020-09-25,25438
2020-09-26,25432
2020-09-27,25460
2020-09-28,25465
2020-09-29,25454
2020-10-01,25446
2020-10-02,25437
2020-10-03,25384
2020-10-04,25358
2020-10-05,25384
2020-10-06,25392
2020-10-07,25386
2020-10-09,25388
2020-10-10,25390
2020-10-11,25406
2020-10-12,25432
2020-10-13,25441
2020-10-14,25453
2020-10-16,25462
2020-10-17,25474
2020-10-18,25485
2020-10-20,25482
2020-10-21,25490
2020-10-22,25511
2020-10-23,25544
2020-10-24,25601
2020-10-25,25653
2020-10-26,25679
2020-10-28,25670
2020-10-29,25686
2020-10-30,25704
2020-11-01,25718
2020-11-02,25724
2020-11-03,25750
2020-11-05,25747
2020-11-06,25754
2020-11-07,25769
2020-11-09,25771
2020-11-10,25778
2020-11-11,25794
2020-11-13,25805
2020-11-14,25817
2020-11-15,25843
2020-11-16,25898
2020-11-17,25926
2020-11-18,25958
2020-11-19,26012
2020-11-21,26039
2020-11-22,26073
2020-11-23,26100
2020-11-24,26127
2020-11-26,26129
2020-11-27,26153
2020-11-28,26180
2020-11-29,26236
2020-11-30,26265
2020-12-02,26280
2020-12-03,26279
2020-12-04,26306
2020-12-05,26709
2020-12-06,27169
2020-12-07,27351
2020-12-08,27438
2020-12-09,27496
2020-12-10,27524
