,follower
2019-12-02,5508
2019-12-03,5779
2019-12-04,6091
2019-12-05,6252
2019-12-06,6424
2019-12-07,6674
2019-12-08,6905
2019-12-09,7016
2019-12-10,7139
2019-12-11,7245
2019-12-12,7386
2019-12-13,7491
2019-12-14,7758
2019-12-15,7897
2019-12-16,7989
2019-12-17,8230
2019-12-18,8328
2019-12-19,8415
2019-12-20,8538
2019-12-21,9177
2019-12-22,9663
2019-12-23,9848
2019-12-24,10062
2019-12-25,10215
2019-12-26,10285
2019-12-27,10428
2019-12-28,10598
2019-12-29,10692
2019-12-30,10923
2019-12-31,11063
2020-01-01,11211
2020-01-02,11302
2020-01-03,11363
2020-01-04,11401
2020-01-05,11496
2020-01-06,11566
2020-01-07,11643
2020-01-08,11722
2020-01-09,11764
2020-01-10,11818
2020-01-11,12149
2020-01-12,12282
2020-01-13,12363
2020-01-14,12469
2020-01-15,12547
2020-01-16,12608
2020-01-17,12693
2020-01-18,12855
2020-01-19,13371
2020-01-20,14287
2020-01-21,15662
2020-01-22,16399
2020-01-23,16596
2020-01-24,16773
2020-01-25,16980
2020-01-26,17189
2020-01-27,17418
2020-01-28,17584
2020-01-29,17788
2020-01-30,18023
2020-01-31,18237
2020-02-01,18631
2020-02-02,18898
2020-02-03,19139
2020-02-04,19326
2020-02-05,19620
2020-02-06,19867
2020-02-07,20104
2020-02-08,20287
2020-02-09,20432
2020-02-10,20660
2020-02-11,20818
2020-02-12,20923
2020-02-13,21040
2020-02-14,21415
2020-02-15,21540
2020-02-16,21671
2020-02-17,21775
2020-02-18,21913
2020-02-19,22081
2020-02-20,22339
2020-02-21,22655
2020-02-22,25628
2020-02-23,27161
2020-02-24,27457
2020-02-25,27895
2020-02-26,28401
2020-02-27,28566
2020-02-28,28724
2020-02-29,28824
2020-03-01,29473
2020-03-02,30143
2020-03-03,30270
2020-03-04,30379
2020-03-05,30517
2020-03-06,30616
2020-03-07,30804
2020-03-08,31348
2020-03-09,31951
2020-03-10,32139
2020-03-11,32257
2020-03-12,32376
2020-03-13,32549
2020-03-14,32681
2020-03-15,32811
2020-03-16,32972
2020-03-17,33046
2020-03-18,33142
2020-03-19,33283
2020-03-20,33405
2020-03-21,34161
2020-03-22,35300
2020-03-23,35416
2020-03-24,35548
2020-03-25,36301
2020-03-26,36401
2020-03-27,36455
2020-03-28,36511
2020-03-29,36583
2020-03-30,36671
2020-03-31,37467
2020-04-01,38629
2020-04-02,38993
2020-04-03,40307
2020-04-04,40788
2020-04-05,41051
2020-04-06,41200
2020-04-07,41377
2020-04-08,41578
2020-04-09,41816
2020-04-10,41941
2020-04-11,42025
2020-04-12,42194
2020-04-13,42348
2020-04-14,42423
2020-04-15,42899
2020-04-16,43426
2020-04-17,43545
2020-04-18,43866
2020-04-19,44100
2020-04-20,44477
2020-04-21,44719
2020-04-22,44894
2020-04-23,45919
2020-04-24,47303
2020-04-25,47596
2020-04-26,47833
2020-04-27,48208
2020-04-28,48725
2020-04-29,49098
2020-04-30,49282
2020-05-01,49854
2020-05-02,50084
2020-05-03,50371
2020-05-04,50521
2020-05-05,50808
2020-05-06,51355
2020-05-07,52020
2020-05-08,52147
2020-05-09,52299
2020-05-10,52685
2020-05-12,53539
2020-05-13,53673
2020-05-14,53779
2020-05-16,54213
2020-05-20,54893
2020-05-21,55280
2020-05-22,55442
2020-05-27,55974
2020-05-28,56052
2020-06-01,56510
2020-06-02,56553
2020-06-03,56648
2020-06-05,56794
2020-06-06,57013
2020-06-08,57232
2020-06-10,57339
2020-06-14,57828
2020-06-15,57931
2020-06-16,58014
2020-06-19,58571
2020-06-20,59515
2020-06-21,60130
2020-06-23,60586
2020-06-24,60775
2020-06-26,61789
2020-06-28,62244
2020-06-29,62389
2020-07-03,63028
2020-07-04,63261
2020-07-07,63660
2020-07-09,63999
2020-07-10,64255
2020-07-11,64579
2020-07-12,64800
2020-07-13,64964
2020-07-15,65254
2020-07-16,65370
2020-07-17,65559
2020-07-18,65665
2020-07-21,65963
2020-07-22,66237
2020-07-24,66640
2020-07-25,66877
2020-07-31,68239
2020-08-01,68324
2020-08-02,68879
2020-08-06,69332
2020-08-07,69495
2020-08-08,69606
2020-08-17,72384
2020-08-18,72571
2020-08-19,72719
2020-08-20,72872
2020-08-25,73674
2020-08-26,74296
2020-08-27,75092
2020-08-28,75442
2020-08-30,75946
2020-09-03,76370
2020-09-18,79130
2020-09-27,79735
2020-10-07,80410
2020-10-13,80902
2020-10-14,80938
2020-10-19,81141
2020-10-26,81583
2020-11-02,82341
2020-11-07,82924
2020-11-10,83179
2020-11-12,83367
2020-11-19,84104
2020-11-20,84252
2020-11-21,84401
2020-11-24,84661
2020-11-25,84788
2020-11-28,85181
2020-11-30,86284
2020-12-01,86371
2020-12-05,92387
2020-12-11,92986
2020-12-16,93557
2020-12-19,94668
2020-12-20,94929
2020-12-23,95379
2020-12-24,95618
2020-12-25,95875
2020-12-26,96273
2020-12-29,96783
2020-12-30,96966
2021-01-01,98045
2021-01-02,98348
2021-01-04,98540
2021-01-11,99684
2021-01-12,99809
2021-01-13,99962
2021-01-14,100003
2021-01-15,100390
2021-01-16,101741
2021-01-17,103116
2021-01-18,104002
2021-01-19,104623
2021-01-20,105157
2021-01-21,105778
2021-01-22,106391
2021-01-23,106990
2021-01-24,107514
2021-01-25,107860
2021-01-26,108312
2021-01-27,108888
2021-01-28,109456
2021-01-29,109847
2021-01-30,110282
2021-01-31,110561
2021-02-01,111041
2021-02-02,111442
2021-02-03,111845
2021-02-04,112335
2021-02-05,112693
2021-02-06,112918
2021-02-09,114256
2021-02-10,115418
2021-02-11,117488
2021-02-12,119217
2021-02-13,120486
2021-02-14,121235
2021-02-15,121727
2021-02-16,122823
2021-02-17,123688
2021-02-18,124236
2021-02-19,124985
2021-02-20,125426
2021-02-21,125699
2021-02-22,125927
2021-02-23,126244
2021-02-24,126624
2021-02-25,127076
2021-02-26,127212
2021-02-28,128724
2021-03-02,128767
2021-03-03,128804
2021-03-05,129159
2021-03-10,130417
2021-03-11,131430
2021-03-12,131890
2021-03-13,132234
2021-03-14,132504
2021-03-15,132727
2021-03-16,132880
2021-03-17,133071
2021-03-19,133373
2021-03-20,133525
2021-03-22,133929
2021-03-27,135025
2021-03-28,136171
2021-03-29,136667
2021-03-30,136832
2021-03-31,136787
2021-04-01,136787
2021-04-03,137060
2021-04-05,137377
2021-04-06,137413
2021-04-07,137496
2021-04-09,137753
2021-04-16,139163
2021-04-17,139620
2021-04-18,139900
2021-04-20,140051
2021-04-24,140792
2021-04-27,140983
2021-04-29,141093
2021-05-01,141785
