,628292881
2022-05-25,40326
2022-05-27,40345
2022-05-28,40350
2022-05-29,40377
2022-05-31,40378
2022-06-01,40376
2022-06-02,40365
2022-06-04,40372
2022-06-05,40356
2022-06-06,40344
2022-06-08,40316
2022-06-09,40314
2022-06-10,40307
2022-06-12,40304
2022-06-13,40306
2022-06-14,40307
2022-06-16,40299
2022-06-17,40295
2022-06-18,40279
2022-06-20,40264
2022-06-21,40254
2022-06-22,40240
2022-06-24,40223
2022-06-25,40215
2022-06-26,40195
2022-06-28,40183
2022-06-29,40196
2022-06-30,40186
2022-07-02,40192
2022-07-03,40193
2022-07-04,40158
2022-07-06,40155
2022-07-07,40164
2022-07-08,40175
2022-07-10,40191
2022-07-11,40193
2022-07-12,40185
2022-07-14,40163
2022-07-15,40170
2022-07-16,40186
2022-07-18,40169
2022-07-19,40166
2022-07-20,40170
2022-07-22,40162
2022-07-23,40175
2022-07-24,40181
2022-07-26,40177
2022-07-27,40198
2022-07-28,40223
2022-07-30,40240
2022-07-31,40262
2022-08-01,40266
2022-08-03,40268
2022-08-04,40263
2022-08-05,40287
2022-08-07,40294
2022-08-08,40300
2022-08-09,40315
2022-08-11,40325
2022-08-12,40318
2022-08-13,40328
2022-08-15,40347
2022-08-16,40359
2022-08-17,40375
2022-08-19,40389
2022-08-20,40397
2022-08-21,40416
2022-08-23,40488
2022-08-24,40748
2022-08-25,40882
2022-08-26,40921
2022-08-27,40957
2022-08-28,40993
2022-08-29,41029
2022-08-30,41072
2022-08-31,41129
2022-09-02,41152
2022-09-03,41164
2022-09-04,41191
2022-09-05,41227
2022-09-07,41254
2022-09-08,41260
2022-09-09,41296
