,628292881
2020-07-27,8027
2020-07-28,8294
2020-07-29,8520
2020-07-30,10575
2020-07-31,12608
2020-08-01,13638
2020-08-02,13940
2020-08-03,13972
2020-08-05,14586
2020-08-06,14828
2020-08-07,15029
2020-08-08,15188
2020-08-09,15330
2020-08-16,16722
2020-08-17,17049
2020-08-18,17201
2020-08-19,17315
2020-08-20,17476
2020-08-21,17620
2020-08-22,17717
2020-08-23,17791
2020-08-24,17869
2020-08-25,17924
2020-08-26,17997
2020-08-27,18064
2020-08-28,18145
2020-08-29,18221
2020-08-30,18301
2020-08-31,18340
2020-09-01,18360
2020-09-02,18379
2020-09-03,18398
2020-09-04,18443
2020-09-05,18467
2020-09-06,18505
2020-09-07,18532
2020-09-08,18561
2020-09-09,18598
2020-09-10,18662
2020-09-11,18698
2020-09-12,18741
2020-09-13,18828
2020-09-15,18865
2020-09-16,18891
2020-09-17,18911
2020-09-18,18946
2020-09-19,18989
2020-09-20,19008
2020-09-21,19028
2020-09-22,19032
2020-09-23,19053
2020-09-24,19094
2020-09-26,19102
2020-09-27,19122
2020-09-28,19130
2020-09-29,19151
2020-09-30,19145
2020-10-01,19102
2020-10-02,19122
2020-10-03,19060
2020-10-04,19018
2020-10-05,18996
2020-10-06,19008
2020-10-07,19016
2020-10-08,19076
2020-10-10,19085
2020-10-11,19114
2020-10-12,19134
2020-10-13,19155
2020-10-15,19160
2020-10-16,19173
2020-10-17,19193
2020-10-18,19213
2020-10-19,19251
2020-10-20,19264
2020-10-21,19305
2020-10-22,19325
2020-10-24,19397
2020-10-25,19480
2020-10-27,19496
2020-10-28,19517
2020-10-29,19537
2020-10-30,19551
2020-10-31,19570
2020-11-01,19610
2020-11-02,19630
2020-11-03,19650
2020-11-04,19664
2020-11-05,19684
2020-11-06,19731
2020-11-07,19857
2020-11-08,19939
2020-11-09,20263
2020-11-10,20370
2020-11-11,20412
2020-11-12,20433
2020-11-13,20454
2020-11-14,20518
2020-11-15,20539
2020-11-16,20560
2020-11-18,20590
2020-11-19,20611
2020-11-21,20654
2020-11-22,20696
2020-11-23,20717
2020-11-24,20739
2020-11-25,20782
2020-11-26,20804
2020-11-27,20825
2020-11-28,20867
2020-11-29,20889
2020-11-30,20911
2020-12-01,20932
2020-12-02,20953
2020-12-03,20974
2020-12-04,20995
2020-12-05,21151
2020-12-06,21288
2020-12-07,21548
2020-12-09,21570
2020-12-10,21584
2020-12-11,21628
2020-12-12,21672
2020-12-13,21740
2020-12-14,21785
2020-12-15,21808
2020-12-16,21831
2020-12-17,21853
2020-12-18,21901
2020-12-19,21995
2020-12-20,22066
2020-12-21,22113
2020-12-22,22161
2020-12-23,22231
2020-12-24,22300
2020-12-25,22327
2020-12-26,22396
2020-12-27,22442
2020-12-28,22489
2020-12-29,22537
2020-12-30,22583
2020-12-31,22629
2021-01-01,22679
2021-01-02,22727
2021-01-03,22847
2021-01-04,22893
2021-01-05,22939
2021-01-06,22985
2021-01-07,23038
2021-01-08,23062
2021-01-09,23268
2021-01-10,23393
2021-01-11,23444
2021-01-12,23517
2021-01-13,23542
2021-01-14,23566
2021-01-15,23590
2021-01-16,23638
2021-01-17,23687
2021-01-18,23711
2021-01-19,23735
2021-01-20,23783
2021-01-21,23832
2021-01-22,23881
2021-01-23,23982
2021-01-24,24058
2021-01-25,24135
2021-01-26,24185
2021-01-27,24235
2021-01-28,24340
2021-01-29,24506
2021-01-30,24688
2021-01-31,24882
2021-02-01,24962
2021-02-02,25012
2021-02-03,25093
2021-02-04,25147
2021-02-05,25175
2021-02-06,25201
2021-02-07,25254
2021-02-08,25306
2021-02-09,25360
2021-02-10,25440
2021-02-11,25495
2021-02-12,25524
2021-02-13,25578
2021-02-14,25691
2021-02-15,25773
2021-02-16,25943
2021-02-17,26084
2021-02-18,26223
2021-02-19,26316
2021-02-20,26425
2021-02-21,26540
2021-02-22,26623
2021-02-23,26732
2021-02-24,26817
2021-02-25,26871
2021-02-26,26955
2021-02-27,27009
2021-02-28,27066
2021-03-01,27122
2021-03-02,27154
2021-03-03,27212
2021-03-05,27252
2021-03-06,27280
2021-03-07,27308
2021-03-08,27335
2021-03-09,27364
2021-03-10,27394
2021-03-11,27418
2021-03-12,27446
2021-03-13,27503
2021-03-14,27560
2021-03-16,27618
2021-03-17,27647
2021-03-19,27675
2021-03-20,27765
2021-03-21,27795
2021-03-22,27824
2021-03-23,27852
2021-03-25,27881
2021-03-26,27899
2021-03-27,27956
2021-03-28,28013
2021-03-30,28039
2021-03-31,28099
2021-04-01,28128
2021-04-02,28187
2021-04-03,28217
2021-04-04,28276
2021-04-05,28305
2021-04-06,28331
2021-04-08,28360
2021-04-09,28373
2021-04-10,28403
2021-04-11,28429
2021-04-12,28455
2021-04-13,28516
2021-04-14,28545
2021-04-15,28573
2021-04-17,28598
2021-04-18,28612
2021-04-19,28620
2021-04-21,28623
2021-04-22,28641
2021-04-23,28643
2021-04-25,28660
2021-04-26,28663
2021-04-27,28670
2021-04-29,28682
2021-04-30,28698
2021-05-01,28701
2021-05-03,28703
2021-05-04,28719
2021-05-05,28715
2021-05-07,28719
2021-05-08,28727
2021-05-09,28733
2021-05-11,28735
2021-05-12,28744
2021-05-14,28746
2021-05-15,28746
2021-05-16,28763
2021-05-17,28793
2021-05-19,28787
2021-05-20,28789
2021-05-21,28785
2021-05-23,28793
2021-05-24,28800
2021-05-25,28811
2021-05-27,28820
2021-05-28,28821
2021-05-29,28850
2021-05-30,28877
2021-06-01,28882
2021-06-02,28888
2021-06-04,28902
2021-06-05,28923
2021-06-06,28940
2021-06-08,28952
2021-06-09,28968
2021-06-10,29027
2021-06-11,29119
2021-06-12,29242
2021-06-13,29334
2021-06-14,29397
2021-06-15,29458
2021-06-16,29489
2021-06-17,29520
2021-06-18,29550
2021-06-19,29611
2021-06-20,29641
2021-06-21,29671
2021-06-22,29701
2021-06-23,29731
2021-06-24,29761
2021-06-26,29791
2021-06-27,29821
2021-06-28,29882
2021-06-29,29943
2021-06-30,29973
2021-07-01,30003
2021-07-02,30034
2021-07-03,30067
2021-07-04,30098
2021-07-05,30129
2021-07-06,30160
2021-07-07,30191
2021-07-08,30223
2021-07-09,31488
2021-07-10,31500
2021-07-11,31532
2021-07-12,31564
2021-07-14,31585
2021-07-15,31555
2021-07-16,31579
2021-07-18,31597
2021-07-19,31629
2021-07-20,31680
2021-07-21,31712
2021-07-22,31744
2021-07-23,31811
2021-07-24,31911
2021-07-25,32044
2021-07-26,32145
2021-07-27,32279
2021-07-28,32345
2021-07-29,32594
2021-07-30,32773
2021-07-31,32909
2021-08-01,32975
2021-08-02,33010
2021-08-03,33078
2021-08-04,33193
2021-08-05,33330
2021-08-06,33547
2021-08-07,33946
2021-08-08,34362
2021-08-09,34762
2021-08-10,35217
2021-08-11,35775
2021-08-12,36259
2021-08-13,36722
2021-08-14,37131
2021-08-15,37494
2021-08-16,37853
2021-08-17,38138
2021-08-18,38447
2021-08-19,38752
2021-08-20,39020
2021-08-21,39334
2021-08-22,39605
2021-08-23,39832
2021-08-24,40099
2021-08-25,40287
2021-08-26,40325
2021-08-27,40361
2021-08-28,40397
2021-08-29,40435
2021-08-30,40471
2021-08-31,40503
2021-09-01,40521
2021-09-03,40551
2021-09-04,40572
2021-09-05,40608
2021-09-06,40618
2021-09-08,40610
2021-09-09,40613
2021-09-10,40621
2021-09-12,40610
2021-09-13,40631
2021-09-14,40639
2021-09-16,40655
2021-09-17,40662
2021-09-18,40650
2021-09-20,40659
2021-09-21,40667
2021-09-22,40676
2021-09-24,40668
2021-09-25,40685
2021-09-26,40673
2021-09-28,40683
2021-09-29,40690
2021-09-30,40701
2021-10-02,40712
2021-10-03,40706
2021-10-05,40709
2021-10-06,40726
2021-10-07,40737
2021-10-09,40740
2021-10-10,40747
2021-10-11,40752
2021-10-13,40741
2021-10-14,40742
2021-10-15,40750
2021-10-17,40766
2021-10-18,40785
2021-10-19,40785
2021-10-21,40786
2021-10-22,40785
2021-10-23,40777
2021-10-25,40774
2021-10-26,40765
2021-10-27,40760
2021-10-29,40773
2021-11-02,40799
2021-11-03,40789
2021-11-04,40789
2021-11-06,40772
2021-11-07,40759
2021-11-09,40756
2021-11-10,40739
2021-11-11,40730
2021-11-13,40727
2021-11-14,40735
2021-11-15,40760
2021-11-17,40757
2021-11-18,40747
2021-11-19,40730
2021-11-21,40728
2021-11-22,40692
2021-12-05,40446
2021-12-07,40459
2021-12-08,40452
2021-12-09,40443
2021-12-11,40436
2021-12-12,40439
2021-12-14,40445
2021-12-15,40446
2021-12-16,40439
2021-12-18,40437
2021-12-19,40433
2021-12-20,40422
2021-12-22,40400
2021-12-23,40391
2021-12-24,40393
2021-12-26,40373
2021-12-27,40367
2021-12-28,40364
2021-12-30,40356
2021-12-31,40342
2022-01-01,40311
2022-01-03,40280
2022-01-04,40289
2022-01-06,40276
2022-01-07,40263
2022-01-08,40272
2022-01-10,40256
2022-01-11,40241
2022-01-12,40247
2022-01-14,40245
2022-01-15,40238
2022-01-17,40224
2022-01-18,40206
2022-01-19,40219
2022-01-21,40212
2022-01-22,40194
2022-01-23,40169
2022-01-25,40150
2022-01-26,40135
2022-01-27,40111
2022-01-29,40109
2022-01-30,40142
2022-01-31,40179
2022-02-01,40245
2022-02-04,40301
2022-02-05,40308
2022-02-06,40302
2022-02-07,40353
2022-02-08,40389
2022-02-10,40406
2022-02-11,40456
2022-02-12,40584
2022-02-13,40621
2022-02-14,40648
2022-02-16,40669
2022-02-17,40668
2022-02-18,40686
2022-02-20,40633
2022-02-21,40596
2022-02-23,40584
2022-02-24,40590
2022-02-25,40595
2022-02-27,40584
2022-02-28,40601
2022-03-01,40591
2022-03-03,40583
2022-03-04,40567
2022-03-05,40543
2022-03-07,40535
2022-03-08,40527
2022-03-09,40522
2022-03-11,40519
2022-03-12,40532
2022-03-13,40535
2022-03-15,40528
2022-03-16,40525
2022-03-17,40501
2022-03-19,40501
2022-03-20,40491
2022-03-21,40487
2022-03-23,40488
2022-03-24,40496
2022-03-25,40486
2022-03-27,40482
2022-03-28,40481
2022-03-29,40467
2022-03-31,40458
2022-04-01,40461
2022-04-02,40456
2022-04-04,40449
2022-04-05,40439
2022-04-07,40435
2022-04-08,40436
2022-04-09,40427
2022-04-11,40430
2022-04-12,40420
2022-04-13,40427
2022-04-15,40437
2022-04-16,40425
2022-04-17,40420
2022-04-19,40397
2022-04-20,40386
2022-04-21,40380
2022-04-23,40369
2022-04-24,40372
2022-04-25,40353
2022-04-27,40345
2022-04-28,40337
2022-04-30,40337
2022-05-01,40321
2022-05-02,40303
2022-05-04,40326
2022-05-05,40312
2022-05-06,40325
2022-05-08,40335
2022-05-09,40344
2022-05-10,40358
2022-05-12,40358
2022-05-13,40366
2022-05-14,40354
2022-05-16,40360
2022-05-17,40360
2022-05-18,40373
2022-05-20,40366
2022-05-21,40350
2022-05-22,40338
2022-05-24,40324
