,690608692
2022-06-09,14649
2022-06-10,14643
2022-06-11,14643
2022-06-13,14638
2022-06-14,14632
2022-06-15,14627
2022-06-17,14628
2022-06-18,14623
2022-06-19,14620
2022-06-21,14617
2022-06-22,14617
2022-06-23,14618
2022-06-25,14622
2022-06-26,14626
2022-06-27,14628
2022-06-29,14623
2022-06-30,14625
2022-07-01,14622
2022-07-03,14622
2022-07-04,14616
2022-07-05,14615
2022-07-07,14620
2022-07-08,14614
2022-07-09,14629
2022-07-10,14633
2022-07-12,14636
2022-07-13,14638
2022-07-14,14645
2022-07-16,14652
2022-07-17,14657
2022-07-18,14661
2022-07-20,14678
2022-07-21,14693
2022-07-22,14694
2022-07-23,14701
2022-07-25,14710
2022-07-26,14708
2022-07-27,14720
2022-07-29,14732
2022-07-30,14756
2022-08-01,14765
2022-08-02,14778
2022-08-03,14785
2022-08-05,14790
2022-08-06,14796
2022-08-07,14791
2022-08-09,14795
2022-08-10,14810
2022-08-11,14817
2022-08-13,14812
2022-08-14,14823
2022-08-15,14831
2022-08-17,14829
2022-08-18,14840
2022-08-19,14853
2022-08-21,14854
2022-08-22,14864
2022-08-23,14895
2022-08-25,14905
2022-08-26,14920
2022-08-27,14927
2022-08-28,14942
2022-08-30,14953
2022-08-31,14965
2022-09-01,14974
2022-09-03,14971
2022-09-04,14973
2022-09-05,14976
2022-09-07,14978
2022-09-08,14977
2022-09-09,14981
