,666726803
2021-03-25,43051
2021-03-26,43080
2021-03-27,43117
2021-03-29,43151
2021-03-30,43158
2021-03-31,43164
2021-04-01,43202
2021-04-02,43392
2021-04-03,43430
2021-04-04,43467
2021-04-05,43503
2021-04-06,43539
2021-04-08,43559
2021-04-09,43590
2021-04-10,43627
2021-04-11,43663
2021-04-12,43672
2021-04-14,43690
2021-04-15,43707
2021-04-16,43747
2021-04-17,43783
2021-04-18,43804
2021-04-20,43811
2021-04-21,43807
2021-04-22,43809
2021-04-24,43827
2021-04-25,43841
2021-04-26,43844
2021-04-28,43853
2021-04-29,43856
2021-04-30,43867
2021-05-02,43866
2021-05-03,43902
2021-05-04,43898
2021-05-06,43921
2021-05-07,43954
2021-05-08,43991
2021-05-09,44027
2021-05-10,44050
2021-05-11,44064
2021-05-13,44083
2021-05-14,44101
2021-05-15,44127
2021-05-17,44153
2021-05-18,44140
2021-05-20,44173
2021-05-21,44322
2021-05-22,44441
2021-05-24,44477
2021-05-25,44479
2021-05-26,44494
2021-05-28,44545
2021-05-30,44695
2021-05-31,44731
2021-06-01,44813
2021-06-03,44849
2021-06-04,44874
2021-06-05,44954
2021-06-06,45026
2021-06-08,45049
2021-06-09,45057
2021-06-11,45071
2021-06-12,45080
2021-06-13,45106
2021-06-15,45143
2021-06-16,45177
2021-06-17,45212
2021-06-18,45249
2021-06-20,45287
2021-06-21,45319
2021-06-22,45342
2021-06-24,45414
2021-06-26,45447
2021-06-27,45472
2021-06-28,45473
2021-06-30,45504
2021-07-01,45532
2021-07-02,45553
2021-07-04,45547
2021-07-05,45553
2021-07-07,45574
2021-07-08,45581
2021-07-09,46566
2021-07-10,46591
2021-07-12,46627
2021-07-13,46638
2021-07-14,46618
2021-07-15,46580
2021-07-16,46556
2021-07-18,46554
2021-07-19,46568
2021-07-20,46579
2021-07-22,46575
2021-07-23,46569
2021-07-24,46556
2021-07-25,46628
2021-07-26,46737
2021-07-27,46810
2021-07-29,46824
2021-07-30,46841
2021-07-31,46913
2021-08-02,46924
2021-08-03,46924
2021-08-04,46913
2021-08-06,47031
2021-08-07,47067
2021-08-08,47104
2021-08-09,47138
2021-08-11,47165
2021-08-12,47183
2021-08-13,47206
2021-08-15,47213
2021-08-16,47191
2021-08-17,47198
2021-08-19,47205
2021-08-20,47327
2021-08-22,47347
2021-08-23,47334
2021-08-24,47332
2021-08-26,47350
2021-08-27,47386
2021-08-28,47406
2021-08-29,47434
2021-08-31,47442
2021-09-01,47449
2021-09-02,47463
2021-09-04,47472
2021-09-05,47481
2021-09-06,47489
2021-09-08,47481
2021-09-09,47504
2021-09-10,47500
2021-09-12,47516
2021-09-13,47526
2021-09-14,47518
2021-09-16,47519
2021-09-17,47535
2021-09-18,47534
2021-09-19,47571
2021-09-21,47632
2021-09-23,47666
2021-09-24,47664
2021-09-25,47669
2021-09-26,47706
2021-09-27,48106
2021-09-28,48184
2021-09-29,48197
2021-10-01,48196
2021-10-02,48194
2021-10-03,48196
2021-10-05,48203
2021-10-06,48201
2021-10-07,48204
2021-10-09,48203
2021-10-10,48199
2021-10-11,48207
2021-10-13,48220
2021-10-14,48220
2021-10-15,48232
2021-10-17,48245
2021-10-18,48257
2021-10-20,48254
2021-10-21,48246
2021-10-22,48258
2021-10-24,48262
2021-10-25,48255
2021-10-26,48257
2021-10-28,48253
2021-10-29,48254
2021-11-02,48281
2021-11-03,48271
2021-11-04,48276
2021-11-06,48270
2021-11-07,48281
2021-11-09,48276
2021-11-10,48266
2021-11-11,48264
2021-11-13,48268
2021-11-14,48271
2021-11-15,48265
2021-11-17,48269
2021-11-18,48264
2021-11-19,48250
2021-11-21,48219
2021-11-22,48183
2021-12-05,47989
2021-12-07,47979
2021-12-08,47961
2021-12-09,47954
2021-12-11,47943
2021-12-12,47942
2021-12-14,47920
2021-12-15,47912
2021-12-16,47901
2021-12-18,47894
2021-12-19,47882
2021-12-20,47870
2021-12-22,47863
2021-12-23,47861
2021-12-24,47842
2021-12-26,47873
2021-12-28,47880
2021-12-29,47897
2021-12-30,47911
2022-01-01,47927
2022-01-02,47935
2022-01-04,47927
2022-01-05,47923
2022-01-07,47918
2022-01-08,47897
2022-01-09,47896
2022-01-11,47880
2022-01-12,47879
2022-01-13,47872
2022-01-15,47861
2022-01-16,47870
2022-01-17,47860
2022-01-19,48107
2022-01-21,48085
2022-01-22,50269
2022-01-23,50305
2022-01-25,50270
2022-01-26,50234
2022-01-27,50198
2022-01-29,50131
2022-01-30,50057
2022-02-01,50287
2022-02-04,50357
2022-02-05,52464
2022-02-06,52455
2022-02-07,52382
2022-02-08,52346
2022-02-09,52273
2022-02-10,52164
2022-02-11,52090
2022-02-12,52119
2022-02-13,52083
2022-02-14,52366
2022-02-15,52328
2022-02-16,52255
2022-02-17,52270
2022-02-18,52233
2022-02-19,52197
2022-02-20,52161
2022-02-21,52434
2022-02-22,52398
2022-02-23,52510
2022-02-24,52474
2022-02-25,52674
2022-02-26,52638
2022-02-27,52602
2022-02-28,52569
2022-03-01,52577
2022-03-02,52540
2022-03-03,52504
2022-03-05,52481
2022-03-06,52465
2022-03-07,52444
2022-03-09,52407
2022-03-10,52385
2022-03-11,52358
2022-03-12,52322
2022-03-14,52300
2022-03-15,52278
2022-03-16,52253
2022-03-17,52217
2022-03-19,52181
2022-03-20,52145
2022-03-21,52116
2022-03-22,52080
2022-03-24,52076
2022-03-25,52055
2022-03-26,52021
2022-03-27,51984
2022-03-28,51984
2022-03-30,51976
2022-03-31,51959
2022-04-01,51935
2022-04-03,51913
2022-04-04,51882
2022-04-06,51859
2022-04-07,51830
2022-04-08,51810
2022-04-10,51792
2022-04-11,51774
2022-04-12,51738
2022-04-13,51707
2022-04-15,51671
2022-04-16,51641
2022-04-17,51736
2022-04-18,51706
2022-04-20,51697
2022-04-21,51678
2022-04-22,51677
2022-04-24,51751
2022-04-25,51715
2022-04-27,51702
2022-04-28,51674
2022-04-30,51663
2022-05-01,51639
2022-05-02,51615
2022-05-04,51631
2022-05-05,51640
2022-05-06,51644
2022-05-08,51668
2022-05-09,51691
2022-05-10,51727
2022-05-11,51890
2022-05-12,51854
2022-05-13,51835
2022-05-15,51859
2022-05-16,51863
2022-05-17,51876
2022-05-19,51870
2022-05-20,51859
2022-05-21,51971
2022-05-23,51977
2022-05-24,51981
2022-05-25,51984
2022-05-27,51990
2022-05-28,51996
2022-05-29,52011
2022-05-31,52007
2022-06-01,51978
2022-06-02,51974
2022-06-04,51978
2022-06-05,51992
2022-06-06,51991
2022-06-08,51982
2022-06-09,51985
2022-06-10,51991
2022-06-12,52013
2022-06-13,52008
2022-06-14,51992
2022-06-16,51975
2022-06-17,51940
2022-06-18,51936
2022-06-20,51955
2022-06-21,51944
2022-06-22,51920
2022-06-24,51914
2022-06-25,51913
2022-06-26,51911
2022-06-28,51906
2022-06-29,51900
2022-06-30,51917
2022-07-01,51961
2022-07-02,51989
2022-07-03,52061
2022-07-04,52098
2022-07-06,52180
2022-07-07,52091
2022-07-08,51712
2022-07-09,51300
2022-07-10,51325
2022-07-11,51362
2022-07-12,51399
2022-07-13,51435
2022-07-15,51465
2022-07-16,51481
2022-07-17,51510
2022-07-18,51546
2022-07-19,51582
2022-07-20,51618
2022-07-21,51690
2022-07-22,51726
2022-07-23,51846
2022-07-24,51920
2022-07-25,51956
2022-07-26,51992
2022-07-27,52067
2022-07-28,52103
2022-07-30,52123
2022-07-31,52159
2022-08-01,52232
2022-08-02,52304
2022-08-03,52340
2022-08-04,52377
2022-08-05,52413
2022-08-07,52440
2022-08-08,52477
2022-08-09,52507
2022-08-11,52559
2022-08-13,52621
2022-08-14,52657
2022-08-16,52693
2022-08-17,52714
2022-08-18,52741
2022-08-19,52777
2022-08-21,52798
2022-08-22,52807
2022-08-23,52839
2022-08-24,52877
2022-08-25,52914
2022-08-26,52951
2022-08-27,52987
2022-08-28,53066
2022-08-29,53138
2022-08-30,53338
2022-08-31,53410
2022-09-01,53448
2022-09-02,53485
2022-09-03,53514
2022-09-05,53545
2022-09-06,53592
2022-09-07,53605
2022-09-08,53597
