,follower
2022-01-21,14218
2022-01-22,14587
2022-01-23,14904
2022-01-24,15329
2022-01-25,16455
2022-01-26,17311
2022-01-27,18294
2022-01-28,19170
2022-01-29,21489
2022-01-30,21948
2022-01-31,22080
2022-02-01,23187
2022-02-04,24053
2022-02-05,25258
2022-02-06,25434
2022-02-07,25657
2022-02-08,25911
2022-02-09,26152
2022-02-10,26364
2022-02-11,26450
2022-02-12,26642
2022-02-13,26765
2022-02-14,26829
2022-02-15,26946
2022-02-16,27102
2022-02-17,27294
2022-02-18,27391
2022-02-19,27451
2022-02-20,27481
2022-02-21,27526
2022-02-22,27556
2022-02-23,27612
2022-02-24,27642
2022-02-25,27704
2022-02-26,27712
2022-02-27,27773
2022-02-28,27793
2022-03-02,27827
2022-03-03,27855
2022-03-04,27885
2022-03-05,27919
2022-03-06,28006
2022-03-07,28082
2022-03-08,28112
2022-03-09,28196
2022-03-10,28304
2022-03-11,28334
2022-03-12,29324
2022-03-13,31154
2022-03-14,31335
2022-03-15,31498
2022-03-17,31887
2022-03-18,31958
2022-03-19,31993
2022-03-20,32195
2022-03-21,32345
2022-03-22,32378
2022-03-23,32310
2022-03-24,32468
2022-03-25,32435
2022-03-26,32747
2022-03-27,32995
2022-03-28,33791
2022-03-29,33648
2022-03-30,33611
2022-03-31,33542
2022-04-01,33572
2022-04-03,33584
2022-04-05,33578
2022-04-06,33570
2022-04-08,33593
2022-04-09,33593
2022-04-10,33614
2022-04-12,33815
2022-04-13,33780
2022-04-14,33746
2022-04-15,33712
2022-04-17,33732
2022-04-18,33769
2022-04-20,33762
2022-04-21,33740
2022-04-22,33781
2022-04-23,33763
2022-04-25,33783
2022-04-26,33768
2022-04-27,33843
2022-04-28,34613
2022-04-29,34936
2022-04-30,34877
2022-05-01,36330
2022-05-02,36294
2022-05-04,36317
2022-05-05,36327
2022-05-06,36351
2022-05-08,36476
2022-05-09,36572
2022-05-10,36572
2022-05-11,36701
2022-05-12,36675
2022-05-14,36855
2022-05-16,36843
2022-05-17,36866
2022-05-18,36902
2022-05-20,36926
2022-05-21,36962
2022-05-22,36998
2022-05-23,37036
2022-05-24,37075
2022-05-25,37059
2022-05-27,37279
2022-05-28,37540
2022-05-29,37868
2022-05-30,38090
2022-05-31,38127
2022-06-02,38133
2022-06-03,38354
2022-06-04,38666
2022-06-05,38740
2022-06-06,38812
2022-06-07,38848
2022-06-08,38899
2022-06-10,38895
2022-06-11,38925
2022-06-12,39123
2022-06-14,39094
2022-06-15,39083
2022-06-16,39066
2022-06-17,39102
2022-06-18,39207
2022-06-19,39310
2022-06-20,39274
2022-06-21,39358
2022-06-23,39342
2022-06-24,39374
2022-06-25,39535
2022-06-26,39499
2022-06-27,39572
2022-06-28,39610
2022-06-29,39636
2022-06-30,39803
2022-07-01,39767
2022-07-02,39765
2022-07-04,39845
2022-07-06,39872
2022-07-07,39804
2022-07-08,39539
2022-07-09,39242
2022-07-10,39225
2022-07-12,39245
2022-07-13,39424
2022-07-14,39419
2022-07-15,39567
2022-07-16,39722
2022-07-18,39832
2022-07-19,39871
2022-07-20,39982
2022-07-21,40018
2022-07-22,40055
2022-07-23,40120
2022-07-24,40192
2022-07-25,40304
2022-07-26,40649
2022-07-27,40796
2022-07-28,40832
2022-07-29,40870
2022-07-30,40942
2022-07-31,40990
2022-08-01,41026
2022-08-02,41062
2022-08-03,41134
2022-08-04,41170
2022-08-05,41207
2022-08-06,41240
2022-08-07,41276
2022-08-09,41296
2022-08-10,41331
2022-08-11,41360
2022-08-13,41428
2022-08-14,41500
2022-08-16,41572
2022-08-17,41608
2022-08-18,41644
2022-08-19,41665
2022-08-20,41676
2022-08-21,41712
2022-08-22,41748
2022-08-23,41816
2022-08-24,41901
2022-08-25,42098
2022-08-26,42371
2022-08-27,42407
2022-08-28,42483
2022-08-29,42519
2022-08-30,42556
2022-09-01,42594
2022-09-02,42996
2022-09-03,43919
2022-09-04,44027
2022-09-05,44064
2022-09-06,44114
2022-09-08,44101
2022-09-09,44099
