,690608702
2022-02-13,35968
2022-02-14,35931
2022-02-16,35962
2022-02-17,35951
2022-02-18,35935
2022-02-20,35923
2022-02-21,35915
2022-02-22,35903
2022-02-23,35980
2022-02-24,35967
2022-02-25,35964
2022-02-27,35957
2022-02-28,35958
2022-03-01,35957
2022-03-03,35955
2022-03-04,35969
2022-03-05,35955
2022-03-07,35947
2022-03-08,35930
2022-03-09,35920
2022-03-11,35912
2022-03-12,35940
2022-03-13,35939
2022-03-15,35940
2022-03-16,35929
2022-03-17,35933
2022-03-19,35920
2022-03-20,35899
2022-03-21,35885
2022-03-23,35900
2022-03-24,35886
2022-03-25,35871
2022-03-27,35855
2022-03-28,35836
2022-03-29,35829
2022-03-31,35898
2022-04-02,35874
2022-04-03,35853
2022-04-04,35846
2022-04-06,35839
2022-04-07,35828
2022-04-08,35845
2022-04-10,38549
2022-04-11,38473
2022-04-13,38455
2022-04-14,38458
2022-04-15,38448
2022-04-16,38576
2022-04-17,38539
2022-04-19,38506
2022-04-20,38491
2022-04-21,38487
2022-04-23,38474
2022-04-24,38472
2022-04-25,38436
2022-04-27,38427
2022-04-28,38428
2022-04-30,38417
2022-05-01,38402
2022-05-02,38407
2022-05-04,38397
2022-05-05,38419
2022-05-06,38417
2022-05-08,38423
2022-05-09,38427
2022-05-10,38464
2022-05-12,38488
2022-05-13,38504
2022-05-14,38406
2022-05-15,38468
2022-05-16,38469
2022-05-18,38478
2022-05-19,38476
2022-05-20,38514
2022-05-21,38523
2022-05-23,38544
2022-05-24,38527
2022-05-25,38558
2022-05-27,38540
2022-05-28,38574
2022-05-29,38692
2022-05-31,38690
2022-06-01,38702
2022-06-02,38712
2022-06-04,38726
2022-06-05,38749
2022-06-06,38895
2022-06-07,39003
2022-06-08,39039
2022-06-09,39075
2022-06-10,39098
2022-06-11,39127
2022-06-13,39161
2022-06-14,39176
2022-06-15,39192
2022-06-17,39212
2022-06-18,39253
2022-06-19,39292
2022-06-21,39300
2022-06-22,39451
2022-06-23,39415
2022-06-24,39386
2022-06-26,39395
2022-06-27,39395
2022-06-28,39391
2022-06-30,39386
2022-07-01,39383
2022-07-02,39396
2022-07-04,39414
2022-07-05,39412
2022-07-06,39441
2022-07-07,39253
2022-07-08,38954
2022-07-09,38571
2022-07-10,38591
2022-07-11,38627
2022-07-13,38675
2022-07-14,38659
2022-07-15,38674
2022-07-17,38674
2022-07-18,38675
2022-07-19,38694
2022-07-21,38709
2022-07-22,38727
2022-07-23,38739
2022-07-24,38955
2022-07-25,38936
2022-07-26,38958
2022-07-28,38994
2022-07-29,39027
2022-07-30,39058
2022-08-01,39090
2022-08-02,39109
2022-08-03,39140
2022-08-05,39200
2022-08-06,39224
2022-08-07,39262
2022-08-08,39298
2022-08-10,39330
2022-08-11,39352
2022-08-12,39372
2022-08-14,39400
2022-08-15,39425
2022-08-16,39443
2022-08-17,39479
2022-08-18,39515
2022-08-19,39551
2022-08-20,39587
2022-08-21,39624
2022-08-22,39758
2022-08-23,39794
2022-08-24,39913
2022-08-25,39985
2022-08-26,40021
2022-08-27,40058
2022-08-28,40131
2022-08-29,40169
2022-08-30,40205
2022-08-31,40320
2022-09-01,40356
2022-09-02,40390
2022-09-03,40426
2022-09-05,40452
2022-09-06,40475
2022-09-07,40503
2022-09-09,40568
