,follower
2020-07-16,96079
2020-07-18,96080
2020-07-19,96086
2020-07-20,96085
2020-07-21,96049
2020-07-22,95996
2020-07-23,95989
2020-07-24,95977
2020-07-26,95978
2020-07-27,95961
2020-07-28,95964
2020-07-30,95941
2020-07-31,95921
2020-08-01,95903
2020-08-03,95877
2020-08-05,95850
2020-08-07,95820
2020-08-08,95800
2020-08-09,95764
2020-08-10,95733
2020-08-16,96498
2020-08-18,96465
2020-08-19,96436
2020-08-20,96419
2020-08-22,96395
2020-08-23,96381
2020-08-24,96363
2020-08-25,96551
2020-08-26,96524
2020-08-27,96488
2020-08-29,96498
2020-08-31,96514
2020-09-01,96510
2020-09-02,96495
2020-09-04,96476
2020-09-05,96829
2020-09-06,96857
2020-09-08,96830
2020-09-10,96827
2020-09-12,96809
2020-09-13,96858
2020-09-15,96845
2020-09-17,96824
2020-09-19,96792
2020-09-20,96770
2020-09-21,96757
2020-09-23,96745
2020-09-24,96763
2020-09-25,96747
2020-09-27,96746
2020-09-28,96761
2020-09-29,96833
2020-09-30,97394
2020-10-01,98262
2020-10-03,98260
2020-10-04,98259
2020-10-05,98255
2020-10-07,98290
2020-10-08,98286
2020-10-09,98296
2020-10-11,98287
2020-10-12,98290
2020-10-13,98278
2020-10-15,98277
2020-10-16,98275
2020-10-17,98269
2020-10-19,98257
2020-10-20,98261
2020-10-21,98241
2020-10-23,98308
2020-10-24,98346
2020-10-25,98358
2020-10-26,98480
2020-10-28,98516
2020-10-29,98530
2020-10-30,98543
2020-10-31,98580
2020-11-01,98586
2020-11-03,98787
2020-11-04,99016
2020-11-05,99463
2020-11-06,99535
2020-11-07,99695
2020-11-08,99737
2020-11-09,99867
2020-11-10,99904
2020-11-11,99978
2020-11-12,100094
2020-11-13,100204
2020-11-14,100281
2020-11-15,100360
2020-11-16,100397
2020-11-17,100469
2020-11-18,100505
2020-11-19,100618
2020-11-21,100639
2020-11-22,100676
2020-11-23,100756
2020-11-24,101437
2020-11-25,101696
2020-11-26,101882
2020-11-27,102052
2020-11-28,102675
2020-11-29,102790
2020-11-30,103088
2020-12-01,102166
2020-12-02,102279
2020-12-03,102400
2020-12-04,102870
2020-12-05,102944
2020-12-06,103018
2020-12-07,103129
2020-12-08,103165
2020-12-09,103360
2020-12-10,103509
2020-12-11,103695
2020-12-12,104224
2020-12-13,104297
2020-12-14,104496
2020-12-15,104610
2020-12-16,104682
2020-12-17,104718
2020-12-18,104757
2020-12-20,104956
2020-12-21,105268
2020-12-22,105350
2020-12-23,105387
2020-12-24,105497
2020-12-25,105783
2020-12-26,106492
2020-12-27,106643
2020-12-28,106796
2020-12-29,106916
2020-12-30,107111
2020-12-31,107945
2021-01-01,108096
2021-01-02,108169
2021-01-04,108270
2021-01-05,108346
2021-01-07,108367
2021-01-08,108922
2021-01-09,112001
2021-01-10,112559
2021-01-11,112817
2021-01-12,113150
2021-01-13,113533
2021-01-14,114697
2021-01-15,114849
2021-01-16,115134
2021-01-17,115777
2021-01-18,115970
2021-01-19,116771
2021-01-20,117826
2021-01-21,118461
2021-01-22,119123
2021-01-23,119785
2021-01-24,120791
2021-01-25,121962
2021-01-26,123400
2021-01-27,124270
2021-01-28,124787
2021-01-29,125230
2021-01-30,125505
2021-01-31,125897
2021-02-01,126257
2021-02-02,126445
2021-02-03,126760
2021-02-04,127070
2021-02-05,127476
2021-02-06,127666
2021-02-07,128040
2021-02-08,128378
2021-02-09,129031
2021-02-10,129450
2021-02-11,131016
2021-02-12,132178
2021-02-13,133371
2021-02-14,134427
2021-02-15,135368
2021-02-16,136880
2021-02-17,137612
2021-02-18,138272
2021-02-19,138813
2021-02-20,139177
2021-02-21,139657
2021-02-22,140276
2021-02-23,140722
2021-02-24,141197
2021-02-25,142173
2021-02-26,143266
2021-02-27,143604
2021-02-28,143956
2021-03-01,144333
2021-03-02,144624
2021-03-03,144857
2021-03-04,145051
2021-03-05,145412
2021-03-06,145683
2021-03-07,145962
2021-03-08,146113
2021-03-09,146223
2021-03-10,146467
2021-03-11,146540
2021-03-12,147405
2021-03-13,148221
2021-03-14,148768
2021-03-15,149073
2021-03-16,149623
2021-03-17,149924
2021-03-18,150190
2021-03-19,150936
2021-03-20,151644
2021-03-21,152136
2021-03-22,152545
2021-03-23,152783
2021-03-24,152894
2021-03-25,153243
2021-03-26,153472
2021-03-27,154028
2021-03-28,154397
2021-03-29,155061
2021-03-30,156159
2021-03-31,156401
2021-04-01,156445
2021-04-02,156559
2021-04-03,156754
2021-04-04,156869
2021-04-05,156905
2021-04-06,156984
2021-04-07,157060
2021-04-08,157180
2021-04-09,157338
2021-04-10,157531
2021-04-11,157813
2021-04-12,157960
2021-04-13,158164
2021-04-14,158355
2021-04-15,158536
2021-04-16,158609
2021-04-17,158645
2021-04-18,158609
2021-04-19,158762
2021-04-20,158912
2021-04-21,159024
2021-04-22,159109
2021-04-23,159263
2021-04-24,159343
2021-04-26,159416
2021-04-27,159509
2021-04-28,159581
2021-04-29,159623
2021-04-30,160385
2021-05-01,160922
2021-05-02,160960
2021-05-03,161119
2021-05-04,162112
2021-05-05,162224
2021-05-06,162340
2021-05-07,162377
2021-05-09,162397
2021-05-10,162436
2021-05-11,162509
2021-05-12,162581
2021-05-13,162653
2021-05-14,162729
2021-05-15,162767
2021-05-16,162803
2021-05-17,162877
2021-05-18,162915
2021-05-19,163347
2021-05-20,164246
2021-05-21,164462
2021-05-22,164585
2021-05-23,164658
2021-05-24,164812
2021-05-25,165091
2021-05-26,165239
2021-05-27,165312
2021-05-28,165620
2021-05-29,165857
2021-05-30,166311
2021-05-31,166831
2021-06-01,167425
2021-06-02,167982
2021-06-03,168440
2021-06-04,168665
2021-06-05,169169
2021-06-06,169648
2021-06-07,170147
2021-06-08,170554
2021-06-09,170866
2021-06-10,171381
2021-06-11,171828
2021-06-12,172479
2021-06-13,173003
2021-06-14,173639
2021-06-15,174722
2021-06-16,175643
2021-06-17,176721
2021-06-18,177578
2021-06-19,179211
2021-06-20,180235
2021-06-21,180938
2021-06-22,182051
2021-06-23,182705
2021-06-24,183402
2021-06-25,184143
2021-06-26,184738
2021-06-27,185907
2021-06-28,187415
2021-06-29,189592
2021-06-30,192034
2021-07-01,194230
2021-07-02,196728
2021-07-03,198965
2021-07-04,201156
2021-07-05,202595
2021-07-06,204274
2021-07-07,205672
2021-07-08,206809
2021-07-09,208241
2021-07-10,209338
2021-07-11,210730
2021-07-12,212760
2021-07-13,215000
2021-07-14,218234
2021-07-15,220537
2021-07-16,222452
2021-07-17,224208
2021-07-18,226013
2021-07-19,227509
2021-07-20,229531
2021-07-21,230582
2021-07-22,231798
2021-07-23,235827
2021-07-24,237327
2021-07-25,238453
2021-07-26,239779
2021-07-27,240509
2021-07-28,242438
2021-07-29,245048
2021-07-30,247271
2021-07-31,249234
2021-08-01,251346
2021-08-02,252533
2021-08-03,254406
2021-08-04,256311
2021-08-05,258099
2021-08-06,259909
2021-08-07,261409
2021-08-08,263058
2021-08-09,264302
2021-08-10,266601
2021-08-11,268352
2021-08-12,270008
2021-08-13,271461
2021-08-14,272932
2021-08-15,274875
2021-08-16,276827
2021-08-17,278903
2021-08-18,280616
2021-08-19,282571
2021-08-20,283809
2021-08-21,284876
2021-08-22,286298
2021-08-23,287602
2021-08-24,289003
2021-08-25,290380
2021-08-26,291207
2021-08-27,292327
2021-08-28,293094
2021-08-29,293938
2021-08-30,295024
2021-08-31,295665
2021-09-01,297671
2021-09-02,298787
2021-09-03,300285
2021-09-04,302013
2021-09-05,304630
2021-09-06,306183
2021-09-07,308281
2021-09-08,309937
2021-09-09,312090
2021-09-10,314169
2021-09-11,315751
2021-09-12,317312
2021-09-13,319299
2021-09-14,320367
2021-09-15,321298
2021-09-16,322069
2021-09-17,322926
2021-09-18,323529
2021-09-19,324901
2021-09-20,326683
