date,472821519
2019-10-01,6483
2019-10-02,6612
2019-10-03,6701
2019-10-04,6776
2019-10-05,7140
2019-10-06,7414
2019-10-07,7631
2019-10-08,7922
2019-10-09,8736
2019-10-10,9603
2019-10-11,10045
2019-10-12,10333
2019-10-13,10602
2019-10-14,10876
2019-10-15,11146
2019-10-16,11286
2019-10-17,11411
2019-10-18,11504
2019-10-19,11682
2019-10-20,11805
2019-10-21,11888
2019-10-22,11980
2019-10-23,12089
2019-10-24,12178
2019-10-25,12285
2019-10-26,12351
2019-10-27,12432
2019-10-28,12479
2019-10-29,12523
2019-10-30,12588
2019-10-31,12637
2019-11-01,12741
2019-11-02,12808
2019-11-03,12950
2019-11-04,13067
2019-11-05,13208
2019-11-06,13315
2019-11-07,13376
2019-11-08,13440
2019-11-09,13566
2019-11-10,13675
2019-11-11,13772
2019-11-12,13901
2019-11-13,14061
2019-11-14,14156
2019-11-15,14238
2019-11-16,14315
2019-11-17,14396
2019-11-18,14469
2019-11-19,14497
2019-11-20,14580
2019-11-21,14641
2019-11-22,14764
2019-11-23,14829
2019-11-24,14874
2019-11-25,14969
2019-11-26,14995
2019-11-27,15059
2019-11-28,15131
2019-11-29,15178
2019-11-30,15240
2019-12-01,15286
2019-12-02,15307
2019-12-03,15332
2019-12-04,15382
2019-12-05,15448
2019-12-06,15505
2019-12-07,15576
2019-12-08,15604
2019-12-09,15697
2019-12-10,15749
2019-12-11,15841
2019-12-12,15921
2019-12-13,15994
2019-12-14,16044
2019-12-15,16099
2019-12-16,16130
2019-12-17,16273
2019-12-18,16335
2019-12-19,16365
2019-12-20,16409
2019-12-21,16489
2019-12-22,16528
2019-12-23,16555
2019-12-24,16641
2019-12-25,16689
2019-12-26,16730
2019-12-27,16761
2019-12-28,16814
2019-12-29,16910
2019-12-30,16958
2019-12-31,16991
2020-01-01,17056
2020-01-02,17075
2020-01-03,17092
2020-01-04,17146
2020-01-05,17194
2020-01-06,17232
2020-01-07,17246
2020-01-08,17278
2020-01-09,17341
2020-01-10,17383
2020-01-11,17402
2020-01-12,17428
2020-01-13,17471
2020-01-14,17514
2020-01-15,17581
2020-01-16,17698
2020-01-17,17734
2020-01-18,17834
2020-01-19,17927
2020-01-20,17958
2020-01-21,17997
2020-01-22,18072
2020-01-23,18124
2020-01-24,18193
2020-01-25,18300
2020-01-26,18405
2020-01-27,18488
2020-01-28,18538
2020-01-29,18571
2020-01-30,18640
2020-01-31,18741
2020-02-01,18853
2020-02-02,18921
2020-02-03,19129
2020-02-04,19221
2020-02-05,19277
2020-02-06,19382
2020-02-07,19479
2020-02-08,19672
2020-02-09,19783
2020-02-10,19910
2020-02-11,20016
2020-02-12,20090
2020-02-13,20151
2020-02-14,20213
2020-02-15,20339
2020-02-16,20405
2020-02-17,20483
2020-02-18,20524
2020-02-19,20569
2020-02-20,20621
2020-02-21,20689
2020-02-22,20773
2020-02-23,20901
2020-02-24,21017
2020-02-25,21151
2020-02-26,21265
2020-02-27,21335
2020-02-28,21398
2020-02-29,21450
2020-03-01,21610
2020-03-02,21872
2020-03-03,21944
2020-03-04,22043
2020-03-05,22113
2020-03-06,22285
2020-03-07,22378
2020-03-08,22478
2020-03-09,22544
2020-03-10,22609
2020-03-11,22715
2020-03-12,22766
2020-03-13,22854
2020-03-14,22985
2020-03-15,23028
2020-03-16,23074
2020-03-17,23110
2020-03-18,23145
2020-03-19,23219
2020-03-20,23243
2020-03-21,23349
2020-03-22,23423
2020-03-23,23504
2020-03-24,23581
2020-03-25,23693
2020-03-26,23785
2020-03-27,23823
2020-03-28,24126
2020-03-29,24235
2020-03-30,24342
2020-03-31,24461
2020-04-01,24556
2020-04-02,24621
2020-04-03,24672
2020-04-04,24720
2020-04-05,24795
2020-04-06,24853
2020-04-07,24876
2020-04-08,24922
2020-04-09,25157
2020-04-10,25181
2020-04-11,25613
2020-04-12,25767
2020-04-13,25887
2020-04-14,25937
2020-04-15,25974
2020-04-16,26059
2020-04-17,26133
2020-04-18,26205
2020-04-19,26277
2020-04-20,26335
2020-04-21,26395
2020-04-22,26416
2020-04-23,26511
2020-04-24,26572
2020-04-25,26926
2020-04-26,27151
2020-04-27,27429
2020-04-28,27699
2020-04-29,27933
2020-04-30,27991
2020-05-01,28152
2020-05-02,28259
2020-05-03,28425
2020-05-04,28619
2020-05-05,28713
2020-05-06,28801
2020-05-07,28843
2020-05-08,29080
2020-05-09,29345
2020-05-10,29411
2020-05-11,29422
2020-05-12,29468
2020-05-13,29505
2020-05-14,29731
2020-05-15,30102
2020-05-16,30129
2020-05-17,30165
2020-05-18,30194
2020-05-19,30210
2020-05-20,30243
2020-05-21,30258
2020-05-22,30325
2020-05-23,30357
2020-05-24,30450
2020-05-25,30499
2020-05-26,30573
2020-05-27,30608
2020-05-28,30634
2020-05-29,30661
2020-05-30,30777
2020-05-31,30836
2020-06-01,30952
2020-06-02,31002
2020-06-03,31063
2020-06-04,31126
2020-06-05,31215
2020-06-06,31376
2020-06-07,31454
2020-06-08,31473
2020-06-09,31496
2020-06-10,31508
2020-06-11,31603
2020-06-12,31665
2020-06-13,31717
2020-06-14,31753
2020-06-15,31759
2020-06-16,31797
2020-06-17,31834
2020-06-18,31872
2020-06-19,31893
2020-06-20,31944
2020-06-21,31992
2020-06-22,31993
2020-06-23,32014
2020-06-24,32023
2020-06-25,32006
2020-06-26,31995
2020-06-27,32662
2020-06-28,33058
2020-06-29,33187
2020-06-30,33267
2020-07-01,33275
2020-07-02,33283
2020-07-04,33351
2020-07-06,33362
2020-07-07,33361
2020-07-08,33377
2020-07-09,33401
2020-07-10,33472
2020-07-11,33513
2020-07-12,33556
2020-07-13,33567
2020-07-14,33591
2020-07-15,33659
2020-07-17,33684
2020-07-18,33738
2020-07-19,33796
2020-07-20,33814
2020-07-21,33964
2020-07-22,34030
2020-07-23,34055
2020-07-24,34119
2020-07-25,34149
2020-07-26,34402
2020-07-27,34423
2020-07-28,34434
2020-07-29,34561
2020-07-30,34746
2020-07-31,34858
2020-08-01,34883
2020-08-02,35081
2020-08-05,35214
2020-08-06,35250
2020-08-07,35326
2020-08-08,35363
2020-08-09,35400
2020-08-16,36113
2020-08-17,36149
2020-08-18,36223
2020-08-20,36247
2020-08-21,36267
2020-08-22,36340
2020-08-23,36376
2020-08-24,36412
2020-08-25,36448
2020-08-27,36454
2020-08-28,36462
2020-08-29,36466
2020-08-31,36475
